goal_id,employee_id,goal_title,weight_pct,achievement_pct,period
3794,2262,Improve forecast accuracy,20,61.0,2024
3795,2262,Close books faster,30,78.0,2024
3796,2263,Cut response time,50,79.0,2024
3797,2263,Reduce churn,25,80.0,2024
3798,2263,Improve NPS,25,84.0,2024
3799,2263,Cut response time,40,89.0,2024
3800,2264,Improve eNPS,40,91.0,2024
3801,2264,Reduce time-to-hire,40,130.0,2024
3802,2264,Reduce time-to-hire,50,115.0,2024
3803,2265,Improve test coverage,20,83.0,2024
3804,2265,Ship roadmap features,30,95.0,2024
3805,2265,Reduce production incidents,25,66.0,2024
3806,2265,Cut API latency,50,104.0,2024
3807,2266,Grow organic traffic,30,66.0,2024
3808,2266,Launch campaign,25,77.0,2024
3809,2267,Increase activation rate,50,101.0,2024
3810,2267,Launch new module,40,92.0,2024
3811,2268,Improve NPS,50,114.0,2024
3812,2268,Improve NPS,50,115.0,2024
3813,2269,Improve eNPS,20,90.0,2024
3814,2269,Reduce time-to-hire,40,95.0,2024
3815,2269,Improve eNPS,25,87.0,2024
3816,2269,Cut regretted attrition,25,103.0,2024
3817,2270,Reduce process cost,20,72.0,2024
3818,2270,Reduce process cost,30,62.0,2024
3819,2271,Reduce production incidents,50,83.0,2024
3820,2271,Improve test coverage,20,115.0,2024
3821,2271,Ship roadmap features,25,119.0,2024
3822,2271,Reduce production incidents,20,124.0,2024
3823,2272,Automate manual workflow,40,93.0,2024
3824,2272,Improve SLA compliance,30,81.0,2024
3825,2272,Reduce process cost,40,79.0,2024
3826,2273,Cut response time,40,82.0,2024
3827,2273,Reduce churn,50,67.0,2024
3828,2273,Improve NPS,50,86.0,2024
3829,2274,Cut regretted attrition,25,66.0,2024
3830,2274,Reduce time-to-hire,25,71.0,2024
3831,2274,Reduce time-to-hire,25,67.0,2024
3832,2274,Cut regretted attrition,40,73.0,2024
3833,2275,Cut response time,30,112.0,2024
3834,2275,Reduce churn,30,91.0,2024
3835,2275,Improve NPS,25,128.0,2024
3836,2276,Reduce production incidents,25,108.0,2024
3837,2276,Cut API latency,20,82.0,2024
3838,2276,Cut API latency,40,80.0,2024
3839,2276,Cut API latency,50,95.0,2024
3840,2277,Increase activation rate,50,55.0,2024
3841,2277,Launch new module,30,72.0,2024
3842,2277,Run discovery interviews,25,73.0,2024
3843,2278,Improve retention,30,97.0,2024
3844,2278,Run discovery interviews,20,68.0,2024
3845,2278,Launch new module,40,94.0,2024
3846,2279,Cut regretted attrition,40,77.0,2024
3847,2279,Improve eNPS,30,103.0,2024
3848,2279,Cut regretted attrition,30,70.0,2024
3849,2280,Improve usability score,30,63.0,2024
3850,2280,Build design system,25,78.0,2024
3851,2281,Increase upsell,25,96.0,2024
3852,2281,Increase upsell,40,73.0,2024
3853,2281,Increase upsell,30,111.0,2024
3854,2282,Grow pipeline,30,101.0,2024
3855,2282,Grow pipeline,40,109.0,2024
3856,2282,Hit quarterly quota,20,76.0,2024
3857,2282,Improve win rate,20,85.0,2024
3858,2283,Hit quarterly quota,30,80.0,2024
3859,2283,Expand key accounts,40,74.0,2024
3860,2284,Improve data quality,50,93.0,2024
3861,2284,Deliver self-serve dashboards,20,89.0,2024
3862,2285,Improve forecast accuracy,40,78.0,2024
3863,2285,Improve forecast accuracy,40,90.0,2024
3864,2285,Improve forecast accuracy,20,86.0,2024
3865,2286,Increase upsell,20,82.0,2024
3866,2286,Cut response time,50,78.0,2024
3867,2286,Reduce churn,50,72.0,2024
3868,2286,Improve NPS,50,72.0,2024
3869,2287,Improve NPS,20,101.0,2024
3870,2287,Improve NPS,30,87.0,2024
3871,2287,Cut response time,30,79.0,2024
3872,2287,Reduce churn,25,90.0,2024
3873,2288,Improve retention,50,67.0,2024
3874,2288,Run discovery interviews,20,89.0,2024
3875,2288,Launch new module,30,67.0,2024
3876,2289,Cut regretted attrition,30,60.0,2024
3877,2289,Improve eNPS,25,70.0,2024
3878,2289,Cut regretted attrition,25,87.0,2024
3879,2289,Reduce time-to-hire,50,89.0,2024
3880,2290,Close books faster,25,96.0,2024
3881,2290,Improve forecast accuracy,50,115.0,2024
3882,2290,Improve forecast accuracy,25,90.0,2024
3883,2290,Improve forecast accuracy,30,87.0,2024
3884,2291,Hit quarterly quota,30,98.0,2024
3885,2291,Hit quarterly quota,30,97.0,2024
3886,2291,Improve win rate,40,74.0,2024
3887,2292,Ship roadmap features,40,102.0,2024
3888,2292,Ship roadmap features,50,92.0,2024
3889,2292,Reduce production incidents,25,70.0,2024
3890,2292,Ship roadmap features,30,91.0,2024
3891,2293,Cut regretted attrition,25,90.0,2024
3892,2293,Improve eNPS,20,71.0,2024
3893,2293,Improve eNPS,20,85.0,2024
3894,2293,Cut regretted attrition,50,84.0,2024
3895,2294,Run discovery interviews,25,87.0,2024
3896,2294,Run discovery interviews,50,93.0,2024
3897,2294,Run discovery interviews,30,100.0,2024
3898,2294,Run discovery interviews,40,90.0,2024
3899,2295,Improve data quality,25,70.0,2024
3900,2295,Reduce query cost,20,89.0,2024
3901,2295,Improve data quality,50,93.0,2024
3902,2295,Deliver self-serve dashboards,30,89.0,2024
3903,2296,Improve usability score,40,95.0,2024
3904,2296,Improve usability score,25,83.0,2024
3905,2296,Build design system,50,83.0,2024
3906,2297,Automate manual workflow,25,99.0,2024
3907,2297,Improve SLA compliance,50,81.0,2024
3908,2298,Launch new module,50,71.0,2024
3909,2298,Improve retention,20,71.0,2024
3910,2299,Ship roadmap features,25,97.0,2024
3911,2299,Ship roadmap features,50,76.0,2024
3912,2299,Reduce production incidents,40,67.0,2024
3913,2299,Ship roadmap features,30,84.0,2024
3914,2300,Improve retention,20,101.0,2024
3915,2300,Improve retention,30,96.0,2024
3916,2301,Launch campaign,30,81.0,2024
3917,2301,Grow qualified leads,50,108.0,2024
3918,2301,Improve CAC,30,122.0,2024
3919,2302,Grow pipeline,20,103.0,2024
3920,2302,Improve win rate,20,88.0,2024
3921,2302,Hit quarterly quota,25,84.0,2024
3922,2302,Improve win rate,40,104.0,2024
3923,2303,Redesign onboarding,25,94.0,2024
3924,2303,Redesign onboarding,50,85.0,2024
3925,2304,Build design system,40,114.0,2024
3926,2304,Redesign onboarding,30,81.0,2024
3927,2305,Build design system,50,88.0,2024
3928,2305,Redesign onboarding,30,98.0,2024
3929,2305,Build design system,50,102.0,2024
3930,2305,Improve usability score,40,95.0,2024
3931,2306,Reduce query cost,20,101.0,2024
3932,2306,Reduce query cost,50,92.0,2024
3933,2306,Reduce query cost,25,109.0,2024
3934,2307,Grow pipeline,25,93.0,2024
3935,2307,Improve win rate,20,72.0,2024
3936,2308,Improve eNPS,25,90.0,2024
3937,2308,Cut regretted attrition,40,82.0,2024
3938,2308,Cut regretted attrition,30,106.0,2024
3939,2308,Improve eNPS,30,91.0,2024
3940,2309,Redesign onboarding,30,83.0,2024
3941,2309,Build design system,40,105.0,2024
3942,2309,Redesign onboarding,50,85.0,2024
3943,2309,Improve usability score,25,81.0,2024
3944,2310,Grow qualified leads,50,60.0,2024
3945,2310,Improve CAC,30,86.0,2024
3946,2311,Grow organic traffic,25,101.0,2024
3947,2311,Launch campaign,40,65.0,2024
3948,2311,Grow organic traffic,25,98.0,2024
3949,2311,Grow organic traffic,25,90.0,2024
3950,2312,Reduce process cost,25,89.0,2024
3951,2312,Improve SLA compliance,20,71.0,2024
3952,2313,Reduce process cost,40,105.0,2024
3953,2313,Improve SLA compliance,20,115.0,2024
3954,2313,Reduce process cost,25,81.0,2024
3955,2313,Automate manual workflow,40,84.0,2024
3956,2314,Automate reporting pipeline,25,84.0,2024
3957,2314,Improve data quality,40,98.0,2024
3958,2315,Improve usability score,20,97.0,2024
3959,2315,Improve usability score,30,97.0,2024
3960,2315,Improve usability score,40,98.0,2024
3961,2316,Increase activation rate,20,93.0,2024
3962,2316,Run discovery interviews,25,109.0,2024
3963,2316,Improve retention,25,88.0,2024
3964,2317,Reduce time-to-hire,25,104.0,2024
3965,2317,Reduce time-to-hire,20,99.0,2024
3966,2317,Cut regretted attrition,20,116.0,2024
3967,2317,Improve eNPS,40,82.0,2024
3968,2318,Reduce process cost,40,84.0,2024
3969,2318,Improve SLA compliance,25,88.0,2024
3970,2319,Improve eNPS,30,94.0,2024
3971,2319,Improve eNPS,30,91.0,2024
3972,2319,Reduce time-to-hire,30,93.0,2024
3973,2319,Reduce time-to-hire,50,112.0,2024
3974,2320,Reduce process cost,40,83.0,2024
3975,2320,Automate manual workflow,40,89.0,2024
3976,2320,Improve SLA compliance,25,89.0,2024
3977,2320,Automate manual workflow,30,82.0,2024
3978,2321,Redesign onboarding,20,105.0,2024
3979,2321,Improve usability score,30,60.0,2024
3980,2322,Improve eNPS,20,90.0,2024
3981,2322,Reduce time-to-hire,40,69.0,2024
3982,2322,Cut regretted attrition,40,71.0,2024
3983,2322,Cut regretted attrition,20,79.0,2024
3984,2323,Grow qualified leads,25,110.0,2024
3985,2323,Grow organic traffic,20,103.0,2024
3986,2323,Launch campaign,40,54.0,2024
3987,2323,Grow qualified leads,20,74.0,2024
3988,2324,Improve test coverage,50,118.0,2024
3989,2324,Improve test coverage,25,112.0,2024
3990,2324,Reduce production incidents,40,100.0,2024
3991,2325,Reduce process cost,30,94.0,2024
3992,2325,Improve SLA compliance,20,90.0,2024
3993,2326,Build design system,40,106.0,2024
3994,2326,Improve usability score,50,97.0,2024
3995,2326,Build design system,30,89.0,2024
3996,2327,Close books faster,25,75.0,2024
3997,2327,Close books faster,40,88.0,2024
3998,2327,Improve forecast accuracy,20,91.0,2024
3999,2328,Launch campaign,25,72.0,2024
4000,2328,Improve CAC,50,89.0,2024
4001,2329,Improve CAC,30,89.0,2024
4002,2329,Launch campaign,30,78.0,2024
4003,2329,Grow qualified leads,40,65.0,2024
4004,2329,Grow qualified leads,20,96.0,2024
4005,2330,Hit quarterly quota,40,95.0,2024
4006,2330,Grow pipeline,50,86.0,2024
4007,2330,Improve win rate,20,88.0,2024
4008,2330,Grow pipeline,25,92.0,2024
4009,2331,Automate reporting pipeline,30,102.0,2024
4010,2331,Automate reporting pipeline,40,108.0,2024
4011,2331,Reduce query cost,40,125.0,2024
4012,2331,Automate reporting pipeline,30,123.0,2024
4013,2332,Improve forecast accuracy,25,60.0,2024
4014,2332,Close books faster,25,70.0,2024
4015,2332,Close books faster,40,82.0,2024
4016,2332,Close books faster,30,80.0,2024
4017,2333,Improve win rate,30,80.0,2024
4018,2333,Improve win rate,20,76.0,2024
4019,2333,Grow pipeline,50,105.0,2024
4020,2334,Improve CAC,30,103.0,2024
4021,2334,Improve CAC,25,70.0,2024
4022,2334,Grow qualified leads,25,75.0,2024
4023,2334,Grow qualified leads,30,81.0,2024
4024,2335,Grow pipeline,20,102.0,2024
4025,2335,Improve win rate,25,104.0,2024
4026,2335,Hit quarterly quota,40,109.0,2024
4027,2335,Expand key accounts,50,102.0,2024
4028,2336,Automate reporting pipeline,25,85.0,2024
4029,2336,Reduce query cost,50,73.0,2024
4030,2337,Reduce time-to-hire,30,105.0,2024
4031,2337,Reduce time-to-hire,30,79.0,2024
4032,2337,Reduce time-to-hire,40,84.0,2024
4033,2338,Ship roadmap features,25,101.0,2024
4034,2338,Improve test coverage,50,100.0,2024
4035,2338,Reduce production incidents,25,114.0,2024
4036,2338,Improve test coverage,25,93.0,2024
4037,2339,Close books faster,25,103.0,2024
4038,2339,Improve forecast accuracy,20,76.0,2024
4039,2340,Grow pipeline,40,103.0,2024
4040,2340,Improve win rate,50,65.0,2024
4041,2340,Expand key accounts,25,85.0,2024
4042,2340,Grow pipeline,50,98.0,2024
4043,2341,Cut regretted attrition,30,93.0,2024
4044,2341,Improve eNPS,20,95.0,2024
4045,2342,Improve SLA compliance,40,86.0,2024
4046,2342,Automate manual workflow,40,86.0,2024
4047,2342,Reduce process cost,30,95.0,2024
4048,2342,Improve SLA compliance,50,74.0,2024
4049,2343,Improve win rate,25,83.0,2024
4050,2343,Improve win rate,50,82.0,2024
4051,2343,Hit quarterly quota,25,86.0,2024
4052,2343,Grow pipeline,20,68.0,2024
4053,2344,Run discovery interviews,30,67.0,2024
4054,2344,Increase activation rate,30,60.0,2024
4055,2344,Run discovery interviews,25,44.0,2024
4056,2344,Launch new module,50,63.0,2024
4057,2345,Improve SLA compliance,50,106.0,2024
4058,2345,Reduce process cost,20,80.0,2024
4059,2345,Reduce process cost,20,89.0,2024
4060,2345,Reduce process cost,50,90.0,2024
4061,2346,Automate reporting pipeline,30,115.0,2024
4062,2346,Automate reporting pipeline,30,82.0,2024
4063,2346,Automate reporting pipeline,50,119.0,2024
4064,2347,Reduce time-to-hire,40,78.0,2024
4065,2347,Improve eNPS,25,103.0,2024
4066,2348,Close books faster,50,61.0,2024
4067,2348,Close books faster,40,98.0,2024
4068,2349,Improve test coverage,30,80.0,2024
4069,2349,Cut API latency,50,100.0,2024
4070,2349,Ship roadmap features,50,79.0,2024
4071,2350,Cut regretted attrition,20,72.0,2024
4072,2350,Improve eNPS,20,76.0,2024
4073,2351,Increase upsell,20,99.0,2024
4074,2351,Reduce churn,25,100.0,2024
4075,2351,Increase upsell,30,95.0,2024
4076,2352,Automate manual workflow,50,69.0,2024
4077,2352,Automate manual workflow,30,80.0,2024
4078,2352,Automate manual workflow,40,63.0,2024
4079,2353,Cut response time,25,87.0,2024
4080,2353,Cut response time,30,79.0,2024
4081,2353,Increase upsell,50,95.0,2024
4082,2354,Improve eNPS,40,79.0,2024
4083,2354,Reduce time-to-hire,40,97.0,2024
4084,2354,Reduce time-to-hire,25,64.0,2024
4085,2355,Improve eNPS,20,108.0,2024
4086,2355,Improve eNPS,40,102.0,2024
4087,2355,Improve eNPS,20,89.0,2024
4088,2356,Reduce churn,50,86.0,2024
4089,2356,Reduce churn,50,82.0,2024
4090,2357,Ship roadmap features,40,71.0,2024
4091,2357,Ship roadmap features,50,74.0,2024
4092,2358,Improve data quality,30,81.0,2024
4093,2358,Improve data quality,50,92.0,2024
4094,2358,Deliver self-serve dashboards,20,75.0,2024
4095,2358,Deliver self-serve dashboards,25,110.0,2024
4096,2359,Improve SLA compliance,30,100.0,2024
4097,2359,Improve SLA compliance,40,92.0,2024
4098,2359,Improve SLA compliance,25,106.0,2024
4099,2359,Reduce process cost,50,113.0,2024
4100,2360,Improve test coverage,40,85.0,2024
4101,2360,Cut API latency,30,94.0,2024
4102,2360,Ship roadmap features,40,77.0,2024
4103,2360,Cut API latency,50,94.0,2024
4104,2361,Automate manual workflow,20,103.0,2024
4105,2361,Improve SLA compliance,20,91.0,2024
4106,2361,Reduce process cost,25,89.0,2024
4107,2362,Reduce process cost,50,85.0,2024
4108,2362,Improve SLA compliance,40,69.0,2024
4109,2362,Reduce process cost,25,72.0,2024
4110,2363,Cut regretted attrition,50,98.0,2024
4111,2363,Reduce time-to-hire,25,107.0,2024
4112,2363,Improve eNPS,25,99.0,2024
4113,2364,Cut response time,30,82.0,2024
4114,2364,Improve NPS,50,83.0,2024
4115,2364,Improve NPS,50,58.0,2024
4116,2365,Redesign onboarding,25,88.0,2024
4117,2365,Improve usability score,30,118.0,2024
4118,2366,Cut regretted attrition,30,84.0,2024
4119,2366,Reduce time-to-hire,40,65.0,2024
4120,2367,Improve test coverage,25,86.0,2024
4121,2367,Ship roadmap features,50,85.0,2024
4122,2368,Run discovery interviews,25,97.0,2024
4123,2368,Improve retention,20,94.0,2024
4124,2368,Increase activation rate,20,103.0,2024
4125,2368,Improve retention,50,76.0,2024
4126,2369,Reduce process cost,30,92.0,2024
4127,2369,Reduce process cost,30,76.0,2024
4128,2369,Reduce process cost,40,73.0,2024
4129,2369,Improve SLA compliance,40,88.0,2024
4130,2370,Improve SLA compliance,30,95.0,2024
4131,2370,Automate manual workflow,50,79.0,2024
4132,2370,Improve SLA compliance,50,99.0,2024
4133,2371,Build design system,50,95.0,2024
4134,2371,Redesign onboarding,50,111.0,2024
4135,2371,Build design system,30,105.0,2024
4136,2372,Improve test coverage,50,72.0,2024
4137,2372,Cut API latency,40,81.0,2024
4138,2372,Ship roadmap features,50,82.0,2024
4139,2373,Increase activation rate,20,107.0,2024
4140,2373,Launch new module,30,98.0,2024
4141,2373,Increase activation rate,30,116.0,2024
4142,2374,Redesign onboarding,40,98.0,2024
4143,2374,Improve usability score,50,87.0,2024
4144,2374,Redesign onboarding,20,73.0,2024
4145,2375,Automate manual workflow,20,94.0,2024
4146,2375,Reduce process cost,20,82.0,2024
4147,2375,Automate manual workflow,40,88.0,2024
4148,2375,Reduce process cost,40,78.0,2024
4149,2376,Improve test coverage,25,89.0,2024
4150,2376,Reduce production incidents,40,103.0,2024
4151,2376,Ship roadmap features,20,86.0,2024
4152,2376,Cut API latency,40,100.0,2024
4153,2377,Reduce query cost,50,106.0,2024
4154,2377,Automate reporting pipeline,40,125.0,2024
4155,2378,Improve usability score,40,91.0,2024
4156,2378,Redesign onboarding,25,98.0,2024
4157,2378,Build design system,25,108.0,2024
4158,2379,Reduce churn,20,112.0,2024
4159,2379,Reduce churn,30,101.0,2024
4160,2379,Increase upsell,40,89.0,2024
4161,2380,Cut response time,40,67.0,2024
4162,2380,Reduce churn,25,76.0,2024
4163,2380,Cut response time,30,97.0,2024
4164,2380,Cut response time,25,75.0,2024
4165,2381,Automate reporting pipeline,50,96.0,2024
4166,2381,Improve data quality,50,96.0,2024
4167,2381,Automate reporting pipeline,25,104.0,2024
4168,2381,Reduce query cost,50,86.0,2024
4169,2382,Improve retention,25,93.0,2024
4170,2382,Improve retention,50,73.0,2024
4171,2382,Increase activation rate,50,64.0,2024
4172,2382,Run discovery interviews,20,64.0,2024
4173,2383,Automate manual workflow,30,85.0,2024
4174,2383,Improve SLA compliance,30,93.0,2024
4175,2383,Automate manual workflow,50,85.0,2024
4176,2383,Reduce process cost,30,106.0,2024
4177,2384,Cut response time,25,87.0,2024
4178,2384,Reduce churn,30,109.0,2024
4179,2385,Reduce process cost,40,87.0,2024
4180,2385,Improve SLA compliance,20,49.0,2024
4181,2386,Improve eNPS,30,87.0,2024
4182,2386,Cut regretted attrition,40,80.0,2024
4183,2386,Improve eNPS,20,88.0,2024
4184,2386,Improve eNPS,20,75.0,2024
4185,2387,Improve usability score,30,73.0,2024
4186,2387,Build design system,50,108.0,2024
4187,2387,Improve usability score,20,70.0,2024
4188,2388,Increase upsell,20,97.0,2024
4189,2388,Reduce churn,20,88.0,2024
4190,2388,Increase upsell,20,80.0,2024
4191,2389,Improve forecast accuracy,40,72.0,2024
4192,2389,Close books faster,25,74.0,2024
4193,2389,Close books faster,20,77.0,2024
4194,2390,Expand key accounts,30,88.0,2024
4195,2390,Hit quarterly quota,40,96.0,2024
4196,2391,Improve eNPS,25,83.0,2024
4197,2391,Cut regretted attrition,40,73.0,2024
4198,2391,Cut regretted attrition,25,90.0,2024
4199,2391,Reduce time-to-hire,50,87.0,2024
4200,2392,Launch campaign,30,102.0,2024
4201,2392,Improve CAC,40,84.0,2024
4202,2392,Improve CAC,30,111.0,2024
4203,2392,Launch campaign,50,75.0,2024
4204,2393,Run discovery interviews,50,118.0,2024
4205,2393,Launch new module,30,110.0,2024
4206,2393,Increase activation rate,50,103.0,2024
4207,2393,Run discovery interviews,25,109.0,2024
4208,2394,Build design system,30,99.0,2024
4209,2394,Build design system,40,98.0,2024
4210,2394,Improve usability score,30,104.0,2024
4211,2395,Run discovery interviews,50,115.0,2024
4212,2395,Launch new module,40,107.0,2024
4213,2395,Increase activation rate,20,121.0,2024
4214,2395,Improve retention,25,108.0,2024
4215,2396,Ship roadmap features,30,86.0,2024
4216,2396,Reduce production incidents,40,88.0,2024
4217,2396,Cut API latency,40,94.0,2024
4218,2396,Reduce production incidents,50,86.0,2024
4219,2397,Improve data quality,40,97.0,2024
4220,2397,Automate reporting pipeline,20,92.0,2024
4221,2397,Reduce query cost,30,104.0,2024
4222,2398,Increase activation rate,30,110.0,2024
4223,2398,Increase activation rate,25,71.0,2024
4224,2399,Improve forecast accuracy,20,70.0,2024
4225,2399,Close books faster,30,80.0,2024
4226,2399,Close books faster,25,65.0,2024
4227,2400,Cut API latency,40,97.0,2024
4228,2400,Cut API latency,40,92.0,2024
4229,2401,Improve data quality,40,110.0,2024
4230,2401,Automate reporting pipeline,40,81.0,2024
4231,2401,Automate reporting pipeline,25,112.0,2024
4232,2402,Automate manual workflow,40,90.0,2024
4233,2402,Improve SLA compliance,40,93.0,2024
4234,2402,Reduce process cost,25,91.0,2024
4235,2403,Improve forecast accuracy,20,99.0,2024
4236,2403,Improve forecast accuracy,30,105.0,2024
4237,2403,Close books faster,40,98.0,2024
4238,2403,Close books faster,50,88.0,2024
4239,2404,Improve usability score,20,107.0,2024
4240,2404,Improve usability score,30,113.0,2024
4241,2404,Redesign onboarding,50,110.0,2024
4242,2404,Improve usability score,20,115.0,2024
4243,2405,Cut API latency,40,74.0,2024
4244,2405,Cut API latency,25,88.0,2024
4245,2405,Ship roadmap features,40,73.0,2024
4246,2406,Ship roadmap features,30,59.0,2024
4247,2406,Improve test coverage,25,89.0,2024
4248,2407,Run discovery interviews,25,75.0,2024
4249,2407,Increase activation rate,30,91.0,2024
4250,2408,Improve retention,40,67.0,2024
4251,2408,Improve retention,40,59.0,2024
4252,2408,Launch new module,30,89.0,2024
4253,2408,Run discovery interviews,20,63.0,2024
4254,2409,Cut response time,40,84.0,2024
4255,2409,Improve NPS,20,102.0,2024
4256,2409,Improve NPS,40,96.0,2024
4257,2410,Redesign onboarding,40,81.0,2024
4258,2410,Improve usability score,20,90.0,2024
4259,2410,Build design system,30,70.0,2024
4260,2410,Redesign onboarding,25,82.0,2024
4261,2411,Reduce churn,25,77.0,2024
4262,2411,Increase upsell,20,56.0,2024
4263,2411,Cut response time,25,53.0,2024
4264,2412,Improve SLA compliance,25,99.0,2024
4265,2412,Automate manual workflow,20,94.0,2024
4266,2413,Improve eNPS,40,103.0,2024
4267,2413,Improve eNPS,40,97.0,2024
4268,2413,Improve eNPS,30,93.0,2024
4269,2413,Improve eNPS,20,100.0,2024
4270,2414,Close books faster,25,101.0,2024
4271,2414,Improve forecast accuracy,25,93.0,2024
4272,2414,Reduce overdue invoices,20,92.0,2024
4273,2415,Run discovery interviews,50,91.0,2024
4274,2415,Improve retention,25,97.0,2024
4275,2415,Improve retention,25,87.0,2024
4276,2415,Launch new module,50,107.0,2024
4277,2416,Build design system,20,87.0,2024
4278,2416,Build design system,50,85.0,2024
4279,2416,Improve usability score,20,84.0,2024
4280,2416,Build design system,50,78.0,2024
4281,2417,Improve data quality,50,109.0,2024
4282,2417,Automate reporting pipeline,30,120.0,2024
4283,2418,Close books faster,25,94.0,2024
4284,2418,Close books faster,25,94.0,2024
4285,2418,Improve forecast accuracy,40,91.0,2024
4286,2419,Cut response time,30,109.0,2024
4287,2419,Increase upsell,30,118.0,2024
4288,2419,Increase upsell,25,102.0,2024
4289,2419,Cut response time,20,111.0,2024
4290,2420,Reduce churn,20,84.0,2024
4291,2420,Cut response time,20,77.0,2024
4292,2420,Increase upsell,30,82.0,2024
4293,2421,Improve SLA compliance,30,103.0,2024
4294,2421,Improve SLA compliance,50,101.0,2024
4295,2421,Reduce process cost,20,84.0,2024
4296,2422,Cut API latency,50,82.0,2024
4297,2422,Cut API latency,30,89.0,2024
4298,2422,Improve test coverage,20,103.0,2024
4299,2422,Ship roadmap features,25,100.0,2024
4300,2423,Grow organic traffic,25,93.0,2024
4301,2423,Launch campaign,50,68.0,2024
4302,2423,Grow organic traffic,50,72.0,2024
4303,2424,Grow organic traffic,25,85.0,2024
4304,2424,Launch campaign,40,61.0,2024
4305,2425,Redesign onboarding,40,92.0,2024
4306,2425,Improve usability score,25,113.0,2024
4307,2426,Cut regretted attrition,30,96.0,2024
4308,2426,Reduce time-to-hire,30,80.0,2024
4309,2426,Reduce time-to-hire,40,97.0,2024
4310,2427,Cut response time,30,115.0,2024
4311,2427,Reduce churn,50,130.0,2024
4312,2427,Improve NPS,40,115.0,2024
4313,2427,Increase upsell,50,120.0,2024
4314,2428,Improve data quality,20,81.0,2024
4315,2428,Improve data quality,40,91.0,2024
4316,2428,Improve data quality,30,91.0,2024
4317,2429,Deliver self-serve dashboards,50,98.0,2024
4318,2429,Automate reporting pipeline,20,99.0,2024
4319,2429,Reduce query cost,40,97.0,2024
4320,2430,Redesign onboarding,20,67.0,2024
4321,2430,Redesign onboarding,30,86.0,2024
4322,2430,Build design system,20,101.0,2024
4323,2430,Build design system,30,76.0,2024
4324,2431,Expand key accounts,20,59.0,2024
4325,2431,Improve win rate,25,66.0,2024
4326,2431,Expand key accounts,30,40.0,2024
4327,2431,Grow pipeline,25,74.0,2024
4328,2432,Redesign onboarding,30,80.0,2024
4329,2432,Build design system,20,65.0,2024
4330,2433,Reduce production incidents,20,69.0,2024
4331,2433,Reduce production incidents,30,66.0,2024
4332,2433,Reduce production incidents,25,76.0,2024
4333,2433,Cut API latency,20,83.0,2024
4334,2434,Deliver self-serve dashboards,20,84.0,2024
4335,2434,Deliver self-serve dashboards,25,92.0,2024
4336,2434,Reduce query cost,30,83.0,2024
4337,2434,Automate reporting pipeline,25,84.0,2024
4338,2435,Hit quarterly quota,40,83.0,2024
4339,2435,Grow pipeline,20,89.0,2024
4340,2435,Hit quarterly quota,50,87.0,2024
4341,2436,Reduce process cost,50,75.0,2024
4342,2436,Automate manual workflow,50,85.0,2024
4343,2437,Close books faster,30,79.0,2024
4344,2437,Reduce overdue invoices,50,104.0,2024
4345,2437,Close books faster,50,71.0,2024
4346,2437,Close books faster,30,95.0,2024
4347,2438,Ship roadmap features,25,93.0,2024
4348,2438,Improve test coverage,20,70.0,2024
4349,2439,Reduce time-to-hire,50,88.0,2024
4350,2439,Cut regretted attrition,20,56.0,2024
4351,2439,Cut regretted attrition,20,71.0,2024
4352,2440,Improve eNPS,25,89.0,2024
4353,2440,Improve eNPS,50,87.0,2024
4354,2440,Cut regretted attrition,40,84.0,2024
4355,2441,Improve usability score,20,86.0,2024
4356,2441,Improve usability score,25,92.0,2024
4357,2441,Redesign onboarding,25,99.0,2024
4358,2441,Redesign onboarding,20,92.0,2024
4359,2442,Automate manual workflow,40,58.0,2024
4360,2442,Automate manual workflow,30,74.0,2024
4361,2442,Reduce process cost,20,68.0,2024
4362,2443,Reduce production incidents,25,86.0,2024
4363,2443,Improve test coverage,40,91.0,2024
4364,2444,Build design system,30,75.0,2024
4365,2444,Redesign onboarding,50,97.0,2024
4366,2444,Redesign onboarding,25,91.0,2024
4367,2445,Reduce overdue invoices,30,95.0,2024
4368,2445,Reduce overdue invoices,50,90.0,2024
4369,2445,Close books faster,40,103.0,2024
4370,2445,Close books faster,20,93.0,2024
4371,2446,Improve eNPS,50,101.0,2024
4372,2446,Cut regretted attrition,50,98.0,2024
4373,2446,Improve eNPS,50,106.0,2024
4374,2447,Improve usability score,30,83.0,2024
4375,2447,Improve usability score,20,87.0,2024
4376,2447,Redesign onboarding,40,77.0,2024
4377,2447,Redesign onboarding,50,74.0,2024
4378,2448,Automate reporting pipeline,25,71.0,2024
4379,2448,Improve data quality,20,107.0,2024
4380,2449,Improve forecast accuracy,40,92.0,2024
4381,2449,Improve forecast accuracy,40,72.0,2024
4382,2449,Reduce overdue invoices,30,87.0,2024
4383,2449,Improve forecast accuracy,20,96.0,2024
4384,2450,Expand key accounts,30,97.0,2024
4385,2450,Expand key accounts,50,81.0,2024
4386,2450,Hit quarterly quota,25,83.0,2024
4387,2451,Launch campaign,50,76.0,2024
4388,2451,Launch campaign,20,74.0,2024
4389,2452,Launch new module,50,105.0,2024
4390,2452,Run discovery interviews,30,104.0,2024
4391,2452,Increase activation rate,40,109.0,2024
4392,2453,Build design system,20,100.0,2024
4393,2453,Improve usability score,40,75.0,2024
4394,2453,Redesign onboarding,50,96.0,2024
