salary_id,employee_id,effective_date,monthly_salary_idr,change_reason
2515,1904,2021-09-20,24040000,Initial
2516,1904,2023-05-12,25430000,Annual Raise
2517,1905,2015-12-18,43000000,Initial
2518,1905,2017-10-14,47880000,Market Correction
2519,1905,2019-08-11,53010000,Annual Raise
2520,1905,2021-06-07,58580000,Market Correction
2521,1906,2017-06-17,19630000,Initial
2522,1906,2018-12-20,21800000,Market Correction
2523,1906,2020-06-23,22780000,Annual Raise
2524,1906,2021-12-26,24690000,Annual Raise
2525,1906,2023-06-30,26480000,Adjustment
2526,1907,2021-12-27,23110000,Initial
2527,1907,2023-06-30,24250000,Annual Raise
2528,1908,2020-02-01,26880000,Initial
2529,1908,2021-09-21,28710000,Promotion
2530,1908,2023-05-13,31890000,Annual Raise
2531,1909,2016-06-25,28720000,Initial
2532,1910,2024-04-08,9050000,Initial
2533,1911,2024-11-04,18650000,Initial
2534,1912,2020-05-29,18820000,Initial
2535,1912,2021-12-09,20910000,Adjustment
2536,1912,2023-06-21,21900000,Adjustment
2537,1913,2023-09-09,17750000,Initial
2538,1914,2024-10-23,35170000,Initial
2539,1915,2023-11-09,38070000,Initial
2540,1916,2019-10-09,24890000,Initial
2541,1916,2021-07-07,26910000,Adjustment
2542,1916,2023-04-05,29740000,Annual Raise
2543,1917,2018-03-06,10430000,Initial
2544,1917,2019-11-19,11230000,Adjustment
2545,1917,2021-08-03,12120000,Annual Raise
2546,1917,2023-04-18,13050000,Promotion
2547,1918,2015-01-23,36520000,Initial
2548,1918,2016-09-19,39420000,Promotion
2549,1918,2018-05-17,41900000,Promotion
2550,1918,2020-01-12,45280000,Annual Raise
2551,1918,2021-09-08,50250000,Annual Raise
2552,1918,2023-05-06,55620000,Promotion
2553,1919,2020-10-29,14720000,Initial
2554,1919,2022-11-28,15520000,Market Correction
2555,1920,2019-08-02,8290000,Initial
2556,1920,2021-05-22,8770000,Market Correction
2557,1920,2023-03-13,9700000,Promotion
2558,1921,2017-12-06,22150000,Initial
2559,1921,2019-09-12,24570000,Annual Raise
2560,1921,2021-06-19,25950000,Promotion
2561,1921,2023-03-27,27370000,Adjustment
2562,1922,2022-08-19,44150000,Initial
2563,1923,2017-01-02,14040000,Initial
2564,1923,2018-08-09,15050000,Market Correction
2565,1923,2020-03-15,16080000,Adjustment
2566,1923,2021-10-20,17610000,Annual Raise
2567,1923,2023-05-27,19120000,Market Correction
2568,1924,2021-06-24,42880000,Initial
2569,1924,2023-03-29,45290000,Annual Raise
2570,1925,2024-08-03,15710000,Initial
2571,1926,2023-10-13,16820000,Initial
2572,1927,2023-10-25,16960000,Initial
2573,1928,2016-10-20,17850000,Initial
2574,1928,2018-06-11,18830000,Promotion
2575,1928,2020-01-31,19980000,Market Correction
2576,1928,2021-09-21,21700000,Adjustment
2577,1928,2023-05-13,23200000,Promotion
2578,1929,2024-03-26,12290000,Initial
2579,1930,2017-06-27,20720000,Initial
2580,1930,2018-12-28,21900000,Adjustment
2581,1930,2020-06-29,23760000,Annual Raise
2582,1930,2021-12-30,25430000,Market Correction
2583,1930,2023-07-02,26640000,Adjustment
2584,1931,2019-06-30,29530000,Initial
2585,1931,2021-04-30,30940000,Market Correction
2586,1931,2023-03-02,32260000,Promotion
2587,1932,2023-09-04,13980000,Initial
2588,1933,2017-04-06,27340000,Initial
2589,1933,2018-10-23,29460000,Promotion
2590,1933,2020-05-10,32230000,Promotion
2591,1933,2021-11-27,36020000,Adjustment
2592,1933,2023-06-15,38410000,Market Correction
2593,1934,2023-10-17,33560000,Initial
2594,1935,2022-07-23,29520000,Initial
2595,1936,2015-12-22,10510000,Initial
2596,1936,2017-06-23,11280000,Promotion
2597,1936,2018-12-25,12130000,Promotion
2598,1936,2020-06-27,13520000,Annual Raise
2599,1936,2021-12-28,14750000,Promotion
2600,1936,2023-07-01,15730000,Market Correction
2601,1937,2019-07-19,28730000,Initial
2602,1937,2021-05-13,29990000,Adjustment
2603,1937,2023-03-08,32630000,Adjustment
2604,1938,2016-01-05,16850000,Initial
2605,1938,2017-10-22,18370000,Annual Raise
2606,1938,2019-08-10,20080000,Annual Raise
2607,1938,2021-05-28,21580000,Market Correction
2608,1938,2023-03-16,23790000,Market Correction
2609,1939,2018-11-24,34620000,Initial
2610,1939,2020-06-03,36170000,Annual Raise
2611,1939,2021-12-13,40430000,Market Correction
2612,1939,2023-06-23,44270000,Annual Raise
2613,1940,2020-02-06,18410000,Initial
2614,1940,2021-09-25,19630000,Promotion
2615,1940,2023-05-15,21850000,Annual Raise
2616,1941,2019-07-26,29850000,Initial
2617,1941,2021-05-18,31100000,Annual Raise
2618,1941,2023-03-11,32850000,Annual Raise
2619,1942,2018-10-24,17760000,Initial
2620,1942,2020-05-11,18800000,Adjustment
2621,1942,2021-11-27,20510000,Promotion
2622,1942,2023-06-15,22720000,Annual Raise
2623,1943,2022-10-14,49670000,Initial
2624,1944,2023-06-30,27650000,Initial
2625,1945,2020-05-28,22380000,Initial
2626,1946,2022-08-04,20560000,Initial
2627,1947,2020-10-16,18220000,Initial
2628,1947,2022-11-24,19440000,Annual Raise
2629,1948,2018-03-22,6900000,Initial
2630,1948,2020-05-20,7700000,Promotion
2631,1949,2020-05-05,34330000,Initial
2632,1949,2021-11-23,38220000,Promotion
2633,1949,2023-06-13,40870000,Market Correction
2634,1950,2017-01-18,32220000,Initial
2635,1950,2018-08-22,34450000,Market Correction
2636,1950,2020-03-25,35860000,Annual Raise
2637,1950,2021-10-27,39180000,Annual Raise
2638,1950,2023-05-31,42690000,Adjustment
2639,1951,2020-08-05,19220000,Initial
2640,1951,2022-10-19,20910000,Adjustment
2641,1952,2017-04-26,17560000,Initial
2642,1952,2018-11-08,18360000,Adjustment
2643,1952,2020-05-22,19610000,Annual Raise
2644,1952,2021-12-05,21310000,Adjustment
2645,1952,2023-06-19,22510000,Promotion
2646,1953,2016-09-30,14880000,Initial
2647,1953,2018-05-26,15910000,Market Correction
2648,1953,2020-01-19,17040000,Promotion
2649,1953,2021-09-13,18590000,Promotion
2650,1953,2023-05-09,20410000,Annual Raise
2651,1954,2021-11-19,7270000,Initial
2652,1955,2019-03-01,19510000,Initial
2653,1955,2021-02-09,20880000,Annual Raise
2654,1955,2023-01-21,22830000,Market Correction
2655,1956,2020-07-03,10430000,Initial
2656,1956,2022-10-02,11430000,Annual Raise
2657,1957,2023-05-31,23420000,Initial
2658,1958,2020-05-13,20280000,Initial
2659,1958,2021-11-28,21760000,Adjustment
2660,1958,2023-06-16,23890000,Market Correction
2661,1959,2024-08-25,26610000,Initial
2662,1960,2022-10-31,16220000,Initial
2663,1961,2022-07-24,31410000,Initial
2664,1962,2021-11-14,20710000,Initial
2665,1962,2023-06-09,22150000,Promotion
2666,1963,2018-01-08,22310000,Initial
2667,1963,2019-10-07,23940000,Promotion
2668,1963,2021-07-06,26090000,Annual Raise
2669,1963,2023-04-04,28320000,Adjustment
2670,1964,2020-08-04,30390000,Initial
2671,1964,2022-10-18,33740000,Promotion
2672,1965,2019-02-04,30520000,Initial
2673,1965,2021-01-23,33880000,Market Correction
2674,1965,2023-01-12,36500000,Annual Raise
2675,1966,2021-06-16,23310000,Initial
2676,1966,2023-03-25,24650000,Market Correction
2677,1967,2021-03-24,61640000,Initial
2678,1967,2023-02-11,64430000,Market Correction
2679,1968,2020-04-21,5840000,Initial
2680,1968,2021-11-14,6430000,Adjustment
2681,1968,2023-06-09,6860000,Adjustment
2682,1969,2024-07-11,28750000,Initial
2683,1970,2018-05-13,24340000,Initial
2684,1970,2020-01-09,25860000,Adjustment
2685,1970,2021-09-06,28880000,Adjustment
2686,1970,2023-05-05,30690000,Market Correction
2687,1971,2022-09-29,21000000,Initial
2688,1972,2024-05-29,45950000,Initial
2689,1973,2019-01-18,20100000,Initial
2690,1973,2021-01-12,21890000,Annual Raise
2691,1973,2023-01-07,24210000,Promotion
2692,1974,2018-11-10,14050000,Initial
2693,1975,2021-06-20,24310000,Initial
2694,1975,2023-03-27,25680000,Promotion
2695,1976,2018-12-25,14630000,Initial
2696,1976,2020-06-26,15300000,Annual Raise
2697,1976,2021-12-28,16540000,Market Correction
2698,1976,2023-07-01,18380000,Annual Raise
2699,1977,2015-11-18,23560000,Initial
2700,1977,2017-05-26,25850000,Adjustment
2701,1977,2018-12-02,27690000,Market Correction
2702,1977,2020-06-10,29200000,Annual Raise
2703,1977,2021-12-17,32040000,Adjustment
2704,1977,2023-06-25,35340000,Promotion
2705,1978,2024-09-26,32720000,Initial
2706,1979,2024-07-09,8960000,Initial
2707,1980,2018-07-08,11440000,Initial
2708,1980,2020-02-20,12440000,Adjustment
2709,1980,2021-10-04,13720000,Market Correction
2710,1980,2023-05-19,14330000,Market Correction
2711,1981,2018-01-16,20640000,Initial
2712,1981,2019-10-13,22900000,Market Correction
2713,1981,2021-07-10,25050000,Market Correction
2714,1981,2023-04-06,27340000,Promotion
2715,1982,2019-08-23,29100000,Initial
2716,1982,2021-06-05,30560000,Market Correction
2717,1982,2023-03-20,32350000,Promotion
2718,1983,2022-06-04,31580000,Initial
2719,1984,2017-05-12,28010000,Initial
2720,1985,2021-02-24,42200000,Initial
2721,1986,2016-03-01,17050000,Initial
2722,1986,2017-12-06,19060000,Promotion
2723,1986,2019-09-13,20970000,Adjustment
2724,1986,2021-06-19,22350000,Market Correction
2725,1986,2023-03-27,23970000,Annual Raise
2726,1987,2018-06-21,31830000,Initial
2727,1987,2020-02-07,34030000,Adjustment
2728,1987,2021-09-26,37830000,Promotion
2729,1987,2023-05-15,42300000,Annual Raise
2730,1988,2016-06-21,16690000,Initial
2731,1988,2018-03-06,18120000,Promotion
2732,1988,2019-11-19,18990000,Market Correction
2733,1988,2021-08-03,20140000,Annual Raise
2734,1988,2023-04-18,21810000,Adjustment
2735,1989,2024-08-25,16920000,Initial
2736,1990,2021-02-24,5790000,Initial
2737,1990,2023-01-28,6140000,Annual Raise
2738,1991,2022-01-28,29670000,Initial
2739,1992,2018-11-23,23560000,Initial
2740,1992,2020-06-02,24870000,Promotion
2741,1992,2021-12-12,27430000,Adjustment
2742,1992,2023-06-23,28660000,Market Correction
2743,1993,2018-06-15,12690000,Initial
2744,1993,2020-02-03,13340000,Market Correction
2745,1993,2021-09-23,14380000,Annual Raise
2746,1993,2023-05-14,15170000,Promotion
2747,1994,2015-01-01,19380000,Initial
2748,1994,2016-08-31,20800000,Market Correction
2749,1994,2018-05-02,22990000,Market Correction
2750,1994,2020-01-01,25570000,Annual Raise
2751,1994,2021-09-01,28430000,Adjustment
2752,1994,2023-05-03,29730000,Annual Raise
2753,1995,2020-12-31,12630000,Initial
2754,1995,2022-08-16,13440000,Market Correction
2755,1996,2023-12-13,47800000,Initial
2756,1997,2019-08-14,37980000,Initial
2757,1997,2021-05-30,41180000,Promotion
2758,1997,2023-03-17,44870000,Annual Raise
2759,1998,2023-01-07,21380000,Initial
2760,1999,2017-12-13,17200000,Initial
2761,1999,2019-07-16,18310000,Market Correction
2762,2000,2018-03-12,14250000,Initial
2763,2000,2019-11-23,15820000,Market Correction
2764,2000,2021-08-06,17360000,Promotion
2765,2000,2023-04-20,18460000,Market Correction
2766,2001,2017-02-09,16660000,Initial
2767,2001,2018-09-08,18620000,Annual Raise
2768,2001,2020-04-07,19990000,Adjustment
2769,2001,2021-11-04,21630000,Annual Raise
2770,2001,2023-06-04,22870000,Promotion
2771,2002,2022-02-21,93680000,Initial
2772,2003,2017-02-08,30110000,Initial
2773,2003,2018-09-07,33490000,Annual Raise
2774,2003,2020-04-06,35150000,Market Correction
2775,2003,2021-11-04,36710000,Adjustment
2776,2003,2023-06-04,39030000,Annual Raise
2777,2004,2017-01-31,21300000,Initial
2778,2004,2018-09-01,23280000,Annual Raise
2779,2004,2020-04-01,25450000,Annual Raise
2780,2004,2021-11-01,28330000,Promotion
2781,2004,2023-06-02,29760000,Annual Raise
2782,2005,2023-02-26,19160000,Initial
2783,2006,2018-11-01,20790000,Initial
2784,2006,2020-05-17,22550000,Annual Raise
2785,2006,2021-12-01,25190000,Promotion
2786,2006,2023-06-17,26710000,Annual Raise
2787,2007,2022-10-25,14850000,Initial
2788,2008,2015-08-18,14510000,Initial
2789,2008,2017-03-10,16020000,Promotion
2790,2008,2018-10-02,17680000,Annual Raise
2791,2008,2020-04-25,19120000,Promotion
2792,2008,2021-11-16,21400000,Adjustment
2793,2008,2023-06-10,23300000,Promotion
2794,2009,2017-01-13,19370000,Initial
2795,2009,2018-08-18,21670000,Annual Raise
2796,2009,2020-03-22,23100000,Adjustment
2797,2009,2021-10-25,24300000,Adjustment
2798,2009,2023-05-30,26830000,Promotion
2799,2010,2016-05-14,20520000,Initial
2800,2010,2018-02-03,21930000,Promotion
2801,2010,2019-10-27,23300000,Market Correction
2802,2010,2021-07-19,24380000,Adjustment
2803,2010,2023-04-11,25410000,Market Correction
2804,2011,2017-10-09,18380000,Initial
2805,2011,2019-07-31,20130000,Adjustment
2806,2011,2021-05-21,22460000,Promotion
2807,2011,2023-03-12,24890000,Annual Raise
2808,2012,2020-11-04,43540000,Initial
2809,2012,2022-12-03,46880000,Promotion
2810,2013,2018-08-16,43010000,Initial
2811,2014,2017-11-03,11410000,Initial
2812,2014,2019-08-19,12370000,Market Correction
2813,2014,2021-06-03,13080000,Annual Raise
2814,2014,2023-03-19,13960000,Annual Raise
2815,2015,2024-09-07,16320000,Initial
2816,2016,2018-08-22,18580000,Initial
2817,2016,2020-06-07,19460000,Market Correction
2818,2017,2015-02-06,25660000,Initial
2819,2017,2016-09-30,28320000,Annual Raise
2820,2017,2018-05-26,31140000,Promotion
2821,2017,2020-01-19,33590000,Market Correction
2822,2017,2021-09-13,35110000,Adjustment
2823,2017,2023-05-09,36560000,Market Correction
2824,2018,2022-09-20,20060000,Initial
2825,2019,2016-10-07,17970000,Initial
2826,2019,2018-05-31,19510000,Adjustment
2827,2019,2020-01-23,21110000,Adjustment
2828,2019,2021-09-15,22920000,Adjustment
2829,2019,2023-05-10,24180000,Adjustment
2830,2020,2015-09-02,8390000,Initial
2831,2020,2017-03-23,8790000,Promotion
2832,2020,2018-10-12,9250000,Annual Raise
2833,2020,2020-05-02,10290000,Adjustment
2834,2020,2021-11-21,10960000,Adjustment
2835,2020,2023-06-12,12000000,Adjustment
2836,2021,2016-05-30,17680000,Initial
2837,2021,2018-02-16,18720000,Adjustment
2838,2021,2019-11-06,19810000,Adjustment
2839,2021,2021-07-25,21600000,Promotion
2840,2021,2023-04-14,23890000,Annual Raise
2841,2022,2024-01-13,23620000,Initial
2842,2023,2019-01-07,19210000,Initial
2843,2023,2021-01-04,20180000,Annual Raise
2844,2023,2023-01-03,21120000,Annual Raise
2845,2024,2022-12-04,20470000,Initial
2846,2025,2017-02-16,29810000,Initial
2847,2025,2018-09-14,31300000,Annual Raise
2848,2025,2020-04-11,34220000,Market Correction
2849,2025,2021-11-07,38270000,Adjustment
2850,2025,2023-06-05,40360000,Adjustment
2851,2026,2018-02-01,38800000,Initial
2852,2026,2019-10-25,42200000,Promotion
2853,2026,2021-07-18,46730000,Adjustment
2854,2026,2023-04-10,50380000,Adjustment
2855,2027,2015-10-10,16930000,Initial
2856,2027,2017-04-23,17830000,Adjustment
2857,2027,2018-11-06,19150000,Market Correction
2858,2027,2020-05-21,20270000,Market Correction
2859,2027,2021-12-04,22340000,Promotion
2860,2027,2023-06-19,24060000,Promotion
2861,2028,2021-01-27,21640000,Initial
2862,2028,2023-01-14,23110000,Adjustment
2863,2029,2023-03-25,15560000,Initial
2864,2030,2023-09-14,7460000,Initial
2865,2031,2017-02-16,22620000,Initial
2866,2031,2018-09-14,23920000,Promotion
2867,2031,2020-04-11,25880000,Annual Raise
2868,2031,2021-11-07,28570000,Market Correction
2869,2031,2023-06-05,31530000,Market Correction
2870,2032,2021-11-16,17750000,Initial
2871,2032,2023-06-10,19090000,Annual Raise
2872,2033,2016-01-30,46440000,Initial
2873,2033,2017-11-11,51440000,Adjustment
2874,2033,2019-08-25,57530000,Market Correction
2875,2033,2021-06-07,60140000,Market Correction
2876,2033,2023-03-21,66620000,Annual Raise
2877,2034,2017-01-01,19100000,Initial
2878,2034,2018-08-08,20550000,Promotion
2879,2034,2020-03-14,22900000,Market Correction
2880,2034,2021-10-20,24380000,Annual Raise
2881,2034,2023-05-27,26820000,Market Correction
2882,2035,2016-02-09,11330000,Initial
2883,2035,2017-08-23,12550000,Promotion
2884,2035,2019-03-08,13540000,Adjustment
2885,2035,2020-09-19,14570000,Market Correction
2886,2035,2022-04-04,15220000,Annual Raise
2887,2036,2015-07-21,7900000,Initial
2888,2036,2017-02-15,8780000,Market Correction
2889,2036,2018-09-13,9660000,Annual Raise
2890,2036,2020-04-11,10220000,Adjustment
2891,2036,2021-11-07,10920000,Market Correction
2892,2036,2023-06-05,12050000,Promotion
2893,2037,2017-05-04,34160000,Initial
2894,2037,2018-11-14,36370000,Market Correction
2895,2037,2020-05-27,40160000,Market Correction
2896,2037,2021-12-08,44500000,Annual Raise
2897,2037,2023-06-21,48220000,Promotion
2898,2038,2019-01-18,19450000,Initial
2899,2038,2021-01-12,21550000,Promotion
2900,2038,2023-01-07,22520000,Adjustment
2901,2039,2024-03-27,32660000,Initial
2902,2040,2024-05-10,26990000,Initial
2903,2041,2016-02-19,12370000,Initial
2904,2041,2017-11-27,13120000,Annual Raise
2905,2041,2019-09-06,14380000,Adjustment
2906,2041,2021-06-15,15180000,Adjustment
2907,2041,2023-03-25,16140000,Annual Raise
2908,2042,2020-11-25,16040000,Initial
2909,2042,2022-12-14,17580000,Annual Raise
2910,2043,2021-04-06,27900000,Initial
2911,2043,2023-02-18,30870000,Adjustment
2912,2044,2022-07-25,22060000,Initial
2913,2045,2016-11-14,11790000,Initial
2914,2045,2018-07-01,12790000,Promotion
2915,2045,2020-02-15,13490000,Annual Raise
2916,2045,2021-10-01,14810000,Annual Raise
2917,2045,2023-05-18,15780000,Market Correction
2918,2046,2022-05-17,19530000,Initial
2919,2047,2018-07-14,25760000,Initial
2920,2047,2020-02-24,27550000,Promotion
2921,2047,2021-10-07,29560000,Annual Raise
2922,2047,2023-05-21,32530000,Market Correction
2923,2048,2023-07-28,13170000,Initial
2924,2049,2021-04-25,11930000,Initial
2925,2049,2023-02-27,12930000,Market Correction
2926,2050,2019-01-14,20730000,Initial
2927,2050,2021-01-09,21950000,Annual Raise
2928,2050,2023-01-05,23540000,Adjustment
2929,2051,2023-02-22,14270000,Initial
2930,2052,2018-05-21,9240000,Initial
2931,2053,2023-08-27,30200000,Initial
2932,2054,2016-01-22,22510000,Initial
2933,2054,2018-04-19,24030000,Market Correction
2934,2055,2021-07-12,48410000,Initial
2935,2055,2023-04-07,50860000,Annual Raise
2936,2056,2021-05-25,11630000,Initial
2937,2056,2023-03-14,12830000,Adjustment
2938,2057,2023-11-22,7630000,Initial
2939,2058,2021-09-04,22630000,Initial
2940,2058,2023-05-04,25250000,Market Correction
2941,2059,2015-11-18,11530000,Initial
2942,2059,2017-05-26,12570000,Annual Raise
2943,2059,2018-12-02,13770000,Adjustment
2944,2059,2020-06-10,15020000,Promotion
2945,2059,2021-12-17,16070000,Promotion
2946,2059,2023-06-25,17720000,Adjustment
2947,2060,2019-09-03,24060000,Initial
2948,2060,2021-06-13,26600000,Adjustment
2949,2060,2023-03-24,28160000,Annual Raise
2950,2061,2023-05-21,12620000,Initial
2951,2062,2015-08-10,30980000,Initial
2952,2062,2017-03-04,33560000,Promotion
2953,2062,2018-09-27,37300000,Promotion
2954,2062,2020-04-21,39800000,Adjustment
2955,2062,2021-11-14,41780000,Adjustment
2956,2062,2023-06-09,46440000,Market Correction
2957,2063,2018-08-31,9860000,Initial
2958,2063,2020-03-31,10570000,Adjustment
2959,2063,2021-10-31,11520000,Annual Raise
2960,2063,2023-06-02,12870000,Market Correction
2961,2064,2019-12-31,16020000,Initial
2962,2064,2021-08-31,17020000,Adjustment
2963,2064,2023-05-02,18510000,Adjustment
2964,2065,2019-11-05,15300000,Initial
2965,2065,2021-07-25,16160000,Promotion
2966,2065,2023-04-14,17230000,Annual Raise
2967,2066,2015-12-05,28970000,Initial
2968,2066,2017-06-09,30700000,Adjustment
2969,2066,2018-12-14,33760000,Market Correction
2970,2066,2020-06-18,37250000,Annual Raise
2971,2066,2021-12-23,39580000,Adjustment
2972,2066,2023-06-28,42750000,Market Correction
2973,2067,2017-12-11,24870000,Initial
2974,2067,2019-09-16,26820000,Annual Raise
2975,2067,2021-06-22,28640000,Annual Raise
2976,2067,2023-03-28,30890000,Market Correction
2977,2068,2023-07-19,10870000,Initial
2978,2069,2021-04-17,14790000,Initial
2979,2069,2023-02-23,16210000,Market Correction
2980,2070,2015-10-21,16050000,Initial
2981,2070,2017-05-03,17470000,Adjustment
2982,2070,2018-11-14,18550000,Market Correction
2983,2070,2020-05-27,19720000,Promotion
2984,2070,2021-12-08,21250000,Market Correction
2985,2070,2023-06-21,22470000,Adjustment
2986,2071,2016-04-05,44450000,Initial
2987,2071,2018-01-03,49320000,Market Correction
2988,2071,2019-10-04,53770000,Annual Raise
2989,2071,2021-07-03,56700000,Promotion
2990,2071,2023-04-03,59110000,Promotion
2991,2072,2018-08-06,11450000,Initial
2992,2072,2020-03-13,12750000,Adjustment
2993,2072,2021-10-19,14060000,Market Correction
2994,2072,2023-05-27,15200000,Adjustment
2995,2073,2016-11-24,12880000,Initial
2996,2073,2018-07-09,14190000,Market Correction
2997,2073,2020-02-21,15170000,Market Correction
2998,2073,2021-10-05,16340000,Annual Raise
2999,2073,2023-05-20,17880000,Adjustment
3000,2074,2021-12-27,22000000,Initial
3001,2075,2016-09-30,25330000,Initial
3002,2075,2018-05-26,27520000,Market Correction
3003,2075,2020-01-19,28970000,Annual Raise
3004,2075,2021-09-13,30750000,Promotion
3005,2075,2023-05-09,32360000,Promotion
3006,2076,2017-09-22,14030000,Initial
3007,2076,2019-07-18,14670000,Market Correction
3008,2076,2021-05-13,15680000,Market Correction
3009,2076,2023-03-08,17390000,Annual Raise
3010,2077,2015-02-26,4130000,Initial
3011,2077,2016-10-17,4380000,Adjustment
3012,2077,2018-06-09,4770000,Promotion
3013,2077,2020-01-29,5160000,Annual Raise
3014,2077,2021-09-20,5740000,Annual Raise
3015,2077,2023-05-12,6090000,Promotion
3016,2078,2015-04-04,22250000,Initial
3017,2078,2016-11-17,24780000,Promotion
3018,2078,2018-07-03,27570000,Annual Raise
3019,2078,2020-02-17,29660000,Adjustment
3020,2078,2021-10-02,32280000,Market Correction
3021,2078,2023-05-18,34730000,Market Correction
3022,2079,2021-02-16,27170000,Initial
3023,2079,2023-01-24,30290000,Promotion
3024,2080,2022-10-18,15620000,Initial
3025,2081,2017-11-12,19840000,Initial
3026,2081,2019-08-25,21170000,Promotion
3027,2081,2021-06-07,23070000,Promotion
3028,2081,2023-03-21,24290000,Promotion
3029,2082,2015-08-06,11360000,Initial
3030,2082,2017-02-28,12310000,Market Correction
3031,2082,2018-09-24,13310000,Promotion
3032,2082,2020-04-19,13880000,Promotion
3033,2082,2021-11-12,15300000,Promotion
3034,2082,2023-06-08,16620000,Market Correction
3035,2083,2022-06-08,14960000,Initial
3036,2084,2015-03-20,41460000,Initial
3037,2084,2016-11-04,45880000,Adjustment
3038,2084,2018-06-23,48580000,Adjustment
3039,2084,2020-02-09,50880000,Annual Raise
3040,2084,2021-09-27,53880000,Promotion
3041,2084,2023-05-16,57700000,Promotion
3042,2085,2020-09-13,24510000,Initial
3043,2085,2022-11-07,26310000,Adjustment
3044,2086,2024-09-20,20680000,Initial
3045,2087,2021-04-15,26540000,Initial
3046,2087,2023-02-22,29300000,Promotion
3047,2088,2018-09-28,11490000,Initial
3048,2088,2020-04-21,12640000,Promotion
3049,2088,2021-11-14,13860000,Market Correction
3050,2088,2023-06-09,15330000,Market Correction
3051,2089,2022-09-03,22290000,Initial
3052,2090,2024-02-08,20270000,Initial
3053,2091,2021-03-23,10930000,Initial
3054,2091,2023-02-11,11800000,Market Correction
3055,2092,2022-05-14,46540000,Initial
3056,2093,2019-09-06,22190000,Initial
3057,2093,2021-06-15,23170000,Promotion
3058,2093,2023-03-25,25320000,Adjustment
3059,2094,2021-10-15,18680000,Initial
3060,2094,2023-05-25,20150000,Promotion
3061,2095,2021-07-07,70540000,Initial
3062,2095,2023-04-05,76680000,Market Correction
3063,2096,2022-09-21,14600000,Initial
3064,2097,2023-08-21,20620000,Initial
3065,2098,2017-01-24,18630000,Initial
3066,2098,2018-08-26,20770000,Market Correction
3067,2098,2020-03-28,22410000,Promotion
3068,2098,2021-10-29,24590000,Promotion
3069,2098,2023-06-01,26450000,Promotion
3070,2099,2024-11-14,29270000,Initial
3071,2100,2016-09-14,12190000,Initial
3072,2100,2018-05-13,12680000,Adjustment
3073,2100,2020-01-09,13920000,Promotion
3074,2100,2021-09-06,14720000,Annual Raise
3075,2100,2023-05-05,16260000,Promotion
3076,2101,2023-07-20,54900000,Initial
3077,2102,2021-09-08,35550000,Initial
3078,2102,2023-05-06,37870000,Promotion
3079,2103,2022-09-19,25520000,Initial
3080,2104,2022-12-26,35900000,Initial
3081,2105,2020-04-24,17150000,Initial
3082,2106,2018-01-10,36970000,Initial
3083,2106,2019-10-09,41110000,Promotion
3084,2106,2021-07-07,44410000,Annual Raise
3085,2106,2023-04-05,46340000,Annual Raise
3086,2107,2023-07-01,10430000,Initial
3087,2108,2024-09-21,43960000,Initial
3088,2109,2017-10-07,18750000,Initial
3089,2109,2019-07-29,20600000,Adjustment
3090,2109,2021-05-20,22820000,Annual Raise
3091,2109,2023-03-12,25410000,Annual Raise
3092,2110,2023-01-28,27540000,Initial
3093,2111,2020-11-02,22620000,Initial
3094,2111,2022-05-13,23580000,Market Correction
3095,2112,2020-10-25,51670000,Initial
3096,2112,2022-11-28,55470000,Promotion
3097,2113,2020-10-15,8890000,Initial
3098,2113,2022-11-23,9910000,Promotion
3099,2114,2019-06-19,15660000,Initial
3100,2114,2021-04-23,16690000,Promotion
3101,2114,2023-02-26,17980000,Adjustment
3102,2115,2018-04-20,17900000,Initial
3103,2115,2019-12-23,19730000,Adjustment
3104,2115,2021-08-26,20870000,Promotion
3105,2115,2023-04-30,22360000,Promotion
3106,2116,2020-03-13,26180000,Initial
3107,2116,2021-10-19,27880000,Adjustment
3108,2116,2023-05-27,29210000,Market Correction
3109,2117,2017-01-06,11260000,Initial
3110,2117,2018-08-12,12470000,Annual Raise
3111,2117,2020-03-17,13920000,Promotion
3112,2117,2021-10-22,15490000,Annual Raise
3113,2117,2023-05-28,16280000,Market Correction
3114,2118,2019-08-21,27700000,Initial
3115,2118,2021-06-04,30780000,Adjustment
3116,2118,2023-03-19,32990000,Adjustment
3117,2119,2024-11-23,18950000,Initial
3118,2120,2023-01-21,36300000,Initial
3119,2121,2022-02-10,15650000,Initial
3120,2122,2019-04-01,27940000,Initial
3121,2122,2021-03-01,30840000,Annual Raise
3122,2122,2023-01-31,33750000,Adjustment
3123,2123,2021-05-05,17260000,Initial
3124,2123,2023-03-04,18450000,Adjustment
3125,2124,2017-01-02,26240000,Initial
3126,2124,2018-08-09,27540000,Adjustment
3127,2124,2020-03-15,29330000,Promotion
3128,2124,2021-10-20,31410000,Market Correction
3129,2124,2023-05-27,34400000,Annual Raise
3130,2125,2023-03-10,21110000,Initial
3131,2126,2016-04-26,23120000,Initial
3132,2126,2018-01-20,25360000,Market Correction
3133,2126,2019-10-16,28230000,Adjustment
3134,2126,2021-07-12,30220000,Market Correction
3135,2126,2023-04-07,32980000,Annual Raise
3136,2127,2015-02-20,11130000,Initial
3137,2127,2016-10-12,12320000,Promotion
3138,2127,2018-06-05,13500000,Promotion
3139,2127,2020-01-26,14180000,Annual Raise
3140,2127,2021-09-18,15440000,Annual Raise
