review_id,employee_id,review_period,review_score,reviewer_id
2442,1763,2023-H1,3.0,3178.0
2443,1763,2023-H2,2.5,3178.0
2444,1763,2024-H1,3.4,3178.0
2445,1763,2024-H2,4.1,3178.0
2446,1764,2023-H1,2.5,2112.0
2447,1764,2023-H2,2.2,2112.0
2448,1764,2024-H1,2.5,2112.0
2449,1764,2024-H2,2.1,2112.0
2450,1765,2023-H1,4.1,1426.0
2451,1765,2023-H2,3.6,1426.0
2452,1765,2024-H1,3.6,1426.0
2453,1765,2024-H2,3.8,1426.0
2454,1767,2023-H1,3.1,2889.0
2455,1767,2023-H2,2.0,2889.0
2456,1767,2024-H1,1.9,2889.0
2457,1767,2024-H2,2.6,2889.0
2458,1768,2023-H1,3.7,1035.0
2459,1768,2023-H2,4.1,1035.0
2460,1768,2024-H1,5.0,1035.0
2461,1768,2024-H2,3.9,1035.0
2462,1769,2023-H1,2.8,5162.0
2463,1769,2023-H2,3.0,5162.0
2464,1769,2024-H1,2.7,5162.0
2465,1769,2024-H2,2.3,5162.0
2466,1770,2023-H1,2.9,4185.0
2467,1770,2023-H2,3.1,4185.0
2468,1770,2024-H1,2.9,4185.0
2469,1770,2024-H2,2.4,4185.0
2470,1771,2023-H1,3.0,4496.0
2471,1771,2023-H2,2.9,4496.0
2472,1771,2024-H1,2.9,4496.0
2473,1771,2024-H2,2.6,4496.0
2474,1772,2024-H2,2.8,2714.0
2475,1774,2023-H1,3.6,4955.0
2476,1774,2023-H2,4.7,4955.0
2477,1774,2024-H1,4.8,4955.0
2478,1774,2024-H2,4.1,4955.0
2479,1775,2023-H1,3.2,5309.0
2480,1775,2023-H2,3.8,5309.0
2481,1775,2024-H1,3.7,5309.0
2482,1775,2024-H2,3.4,5309.0
2483,1776,2023-H1,3.9,3098.0
2484,1776,2023-H2,3.4,3098.0
2485,1777,2023-H1,2.9,1632.0
2486,1777,2023-H2,3.0,1632.0
2487,1777,2024-H1,2.7,1632.0
2488,1777,2024-H2,3.0,1632.0
2489,1778,2023-H1,4.6,5272.0
2490,1778,2023-H2,4.5,5272.0
2491,1778,2024-H1,5.0,5272.0
2492,1778,2024-H2,4.3,5272.0
2493,1779,2023-H2,4.3,4873.0
2494,1779,2024-H1,4.3,4873.0
2495,1779,2024-H2,5.0,4873.0
2496,1780,2023-H1,2.4,2768.0
2497,1780,2023-H2,3.3,2768.0
2498,1780,2024-H1,3.8,2768.0
2499,1780,2024-H2,2.6,2768.0
2500,1781,2023-H1,4.9,2768.0
2501,1781,2023-H2,4.9,2768.0
2502,1781,2024-H1,4.6,2768.0
2503,1781,2024-H2,4.3,2768.0
2504,1782,2023-H1,3.4,4823.0
2505,1782,2023-H2,3.7,4823.0
2506,1782,2024-H1,3.2,4823.0
2507,1782,2024-H2,3.9,4823.0
2508,1783,2023-H1,2.9,3274.0
2509,1783,2023-H2,3.4,3274.0
2510,1783,2024-H1,4.0,3274.0
2511,1783,2024-H2,2.7,3274.0
2512,1784,2023-H1,4.1,4271.0
2513,1784,2023-H2,4.7,4271.0
2514,1784,2024-H1,4.2,4271.0
2515,1784,2024-H2,4.0,4271.0
2516,1785,2023-H1,4.7,
2517,1785,2023-H2,4.3,
2518,1785,2024-H1,3.9,
2519,1785,2024-H2,3.6,
2520,1786,2024-H2,5.0,4936.0
2521,1787,2023-H1,3.0,4181.0
2522,1787,2023-H2,3.4,4181.0
2523,1787,2024-H1,3.7,4181.0
2524,1787,2024-H2,3.4,4181.0
2525,1788,2023-H1,4.0,1010.0
2526,1788,2023-H2,4.4,1010.0
2527,1788,2024-H1,3.6,1010.0
2528,1788,2024-H2,4.2,1010.0
2529,1789,2023-H1,3.1,5152.0
2530,1789,2023-H2,3.9,5152.0
2531,1789,2024-H1,2.8,5152.0
2532,1789,2024-H2,3.6,5152.0
2533,1791,2023-H1,4.3,2873.0
2534,1791,2023-H2,3.2,2873.0
2535,1791,2024-H1,4.1,2873.0
2536,1791,2024-H2,3.7,2873.0
2537,1792,2023-H1,3.5,4872.0
2538,1792,2023-H2,3.5,4872.0
2539,1792,2024-H1,2.8,4872.0
2540,1793,2023-H1,3.3,3219.0
2541,1793,2023-H2,2.9,3219.0
2542,1793,2024-H1,2.8,3219.0
2543,1793,2024-H2,2.8,3219.0
2544,1794,2023-H1,2.0,
2545,1794,2023-H2,2.2,
2546,1794,2024-H1,2.7,
2547,1794,2024-H2,2.7,
2548,1795,2023-H1,4.1,2147.0
2549,1795,2023-H2,4.4,2147.0
2550,1795,2024-H1,4.6,2147.0
2551,1795,2024-H2,4.6,2147.0
2552,1797,2023-H1,4.3,1317.0
2553,1797,2023-H2,4.1,1317.0
2554,1797,2024-H1,4.0,1317.0
2555,1797,2024-H2,4.8,1317.0
2556,1798,2023-H1,3.6,2925.0
2557,1798,2023-H2,4.5,2925.0
2558,1798,2024-H1,4.0,2925.0
2559,1798,2024-H2,4.4,2925.0
2560,1799,2023-H1,4.5,1659.0
2561,1799,2023-H2,4.2,1659.0
2562,1799,2024-H1,4.7,1659.0
2563,1799,2024-H2,4.5,1659.0
2564,1800,2023-H1,1.6,1220.0
2565,1800,2023-H2,2.2,1220.0
2566,1800,2024-H1,2.1,1220.0
2567,1800,2024-H2,2.7,1220.0
2568,1801,2024-H2,1.9,2456.0
2569,1802,2023-H1,3.9,3973.0
2570,1802,2023-H2,4.7,3973.0
2571,1802,2024-H1,4.2,3973.0
2572,1802,2024-H2,4.4,3973.0
2573,1803,2023-H1,3.3,3543.0
2574,1803,2023-H2,3.5,3543.0
2575,1803,2024-H1,2.6,3543.0
2576,1803,2024-H2,3.7,3543.0
2577,1804,2023-H1,3.8,3441.0
2578,1804,2023-H2,3.3,3441.0
2579,1804,2024-H1,3.2,3441.0
2580,1804,2024-H2,3.6,3441.0
2581,1805,2023-H1,4.8,4917.0
2582,1805,2023-H2,3.6,4917.0
2583,1805,2024-H1,4.3,4917.0
2584,1805,2024-H2,4.8,4917.0
2585,1806,2023-H1,3.2,4770.0
2586,1806,2023-H2,3.6,4770.0
2587,1806,2024-H1,3.6,4770.0
2588,1806,2024-H2,4.2,4770.0
2589,1807,2024-H1,2.8,2325.0
2590,1808,2023-H1,3.1,3151.0
2591,1808,2023-H2,3.6,3151.0
2592,1808,2024-H1,3.4,3151.0
2593,1808,2024-H2,4.1,3151.0
2594,1809,2024-H1,4.0,1078.0
2595,1810,2023-H1,2.5,3148.0
2596,1810,2023-H2,1.8,3148.0
2597,1810,2024-H1,2.4,3148.0
2598,1810,2024-H2,2.0,3148.0
2599,1811,2023-H2,2.1,4206.0
2600,1811,2024-H1,3.1,4206.0
2601,1811,2024-H2,3.2,4206.0
2602,1812,2023-H1,3.1,5096.0
2603,1812,2023-H2,2.0,5096.0
2604,1812,2024-H1,2.7,5096.0
2605,1812,2024-H2,2.3,5096.0
2606,1815,2023-H1,3.7,4012.0
2607,1815,2023-H2,4.4,4012.0
2608,1815,2024-H1,5.0,4012.0
2609,1816,2023-H2,3.1,4457.0
2610,1816,2024-H1,2.8,4457.0
2611,1816,2024-H2,3.2,4457.0
2612,1818,2023-H1,2.4,2073.0
2613,1818,2023-H2,3.1,2073.0
2614,1818,2024-H1,3.3,2073.0
2615,1818,2024-H2,2.8,2073.0
2616,1819,2023-H1,2.0,5347.0
2617,1819,2023-H2,2.3,5347.0
2618,1819,2024-H1,2.5,5347.0
2619,1819,2024-H2,2.0,5347.0
2620,1820,2023-H1,4.5,1271.0
2621,1820,2023-H2,4.0,1271.0
2622,1820,2024-H1,3.7,1271.0
2623,1820,2024-H2,4.3,1271.0
2624,1821,2023-H1,4.1,3923.0
2625,1821,2023-H2,3.7,3923.0
2626,1821,2024-H1,3.8,3923.0
2627,1821,2024-H2,3.8,3923.0
2628,1822,2024-H1,3.6,3098.0
2629,1823,2024-H1,4.4,3315.0
2630,1823,2024-H2,4.5,3315.0
2631,1824,2023-H1,2.6,4879.0
2632,1824,2023-H2,2.8,4879.0
2633,1824,2024-H1,3.0,4879.0
2634,1824,2024-H2,2.8,4879.0
2635,1825,2023-H1,3.4,1616.0
2636,1825,2023-H2,3.7,1616.0
2637,1825,2024-H1,4.0,1616.0
2638,1826,2023-H1,3.0,4682.0
2639,1826,2023-H2,3.7,4682.0
2640,1827,2023-H1,3.4,1032.0
2641,1827,2023-H2,1.6,1032.0
2642,1827,2024-H1,2.8,1032.0
2643,1827,2024-H2,2.3,1032.0
2644,1828,2024-H1,2.1,3349.0
2645,1829,2023-H1,4.2,3482.0
2646,1830,2023-H1,1.8,
2647,1830,2023-H2,3.2,
2648,1830,2024-H1,2.4,
2649,1830,2024-H2,3.1,
2650,1831,2023-H1,4.6,4807.0
2651,1831,2023-H2,3.9,4807.0
2652,1831,2024-H1,4.2,4807.0
2653,1831,2024-H2,4.6,4807.0
2654,1832,2023-H1,3.8,1878.0
2655,1832,2023-H2,3.3,1878.0
2656,1832,2024-H1,3.2,1878.0
2657,1832,2024-H2,3.2,1878.0
2658,1833,2023-H1,3.7,2275.0
2659,1833,2023-H2,4.3,2275.0
2660,1833,2024-H1,4.2,2275.0
2661,1833,2024-H2,3.8,2275.0
2662,1834,2023-H1,2.6,1207.0
2663,1834,2023-H2,3.6,1207.0
2664,1834,2024-H1,2.9,1207.0
2665,1834,2024-H2,3.0,1207.0
2666,1836,2024-H1,2.5,3008.0
2667,1836,2024-H2,2.7,3008.0
2668,1837,2023-H1,3.5,2473.0
2669,1837,2023-H2,2.8,2473.0
2670,1837,2024-H1,3.1,2473.0
2671,1837,2024-H2,3.6,2473.0
2672,1838,2023-H1,3.2,1418.0
2673,1838,2023-H2,3.5,1418.0
2674,1838,2024-H1,3.1,1418.0
2675,1838,2024-H2,3.5,1418.0
2676,1839,2023-H1,3.5,1388.0
2677,1839,2023-H2,3.7,1388.0
2678,1839,2024-H1,3.9,1388.0
2679,1839,2024-H2,3.4,1388.0
2680,1840,2023-H1,3.3,5156.0
2681,1840,2023-H2,2.8,5156.0
2682,1840,2024-H1,3.6,5156.0
2683,1840,2024-H2,3.1,5156.0
2684,1841,2023-H1,4.4,1830.0
2685,1841,2023-H2,4.3,1830.0
2686,1841,2024-H1,4.7,1830.0
2687,1841,2024-H2,5.0,1830.0
2688,1842,2023-H1,2.5,3723.0
2689,1842,2023-H2,3.4,3723.0
2690,1842,2024-H1,2.9,3723.0
2691,1842,2024-H2,3.2,3723.0
2692,1843,2023-H1,2.0,3817.0
2693,1843,2023-H2,2.5,3817.0
2694,1843,2024-H1,2.8,3817.0
2695,1843,2024-H2,2.9,3817.0
2696,1844,2023-H1,3.1,2873.0
2697,1844,2023-H2,2.5,2873.0
2698,1844,2024-H1,2.8,2873.0
2699,1844,2024-H2,2.4,2873.0
2700,1845,2023-H1,1.9,5397.0
2701,1845,2023-H2,3.1,5397.0
2702,1845,2024-H1,1.8,5397.0
2703,1845,2024-H2,2.3,5397.0
2704,1846,2024-H2,3.3,3342.0
2705,1847,2023-H1,3.7,5108.0
2706,1847,2023-H2,3.8,5108.0
2707,1847,2024-H1,3.5,5108.0
2708,1847,2024-H2,3.3,5108.0
2709,1848,2023-H1,3.7,1410.0
2710,1848,2023-H2,3.4,1410.0
2711,1848,2024-H1,3.1,1410.0
2712,1848,2024-H2,4.2,1410.0
2713,1849,2023-H1,3.4,2539.0
2714,1849,2023-H2,3.6,2539.0
2715,1849,2024-H1,3.9,2539.0
2716,1849,2024-H2,4.2,2539.0
2717,1850,2023-H1,3.7,3564.0
2718,1850,2023-H2,3.8,3564.0
2719,1850,2024-H1,3.8,3564.0
2720,1850,2024-H2,4.2,3564.0
2721,1851,2023-H1,3.8,3798.0
2722,1851,2023-H2,3.7,3798.0
2723,1851,2024-H1,4.0,3798.0
2724,1851,2024-H2,3.6,3798.0
2725,1852,2023-H1,4.1,2428.0
2726,1852,2023-H2,3.5,2428.0
2727,1852,2024-H1,3.9,2428.0
2728,1852,2024-H2,3.5,2428.0
2729,1853,2023-H1,3.8,5168.0
2730,1853,2023-H2,4.6,5168.0
2731,1853,2024-H1,4.3,5168.0
2732,1853,2024-H2,4.7,5168.0
2733,1854,2023-H1,3.9,1785.0
2734,1854,2023-H2,3.9,1785.0
2735,1854,2024-H1,4.4,1785.0
2736,1854,2024-H2,3.5,1785.0
2737,1855,2024-H1,4.2,5361.0
2738,1856,2023-H1,3.9,1326.0
2739,1856,2023-H2,3.4,1326.0
2740,1856,2024-H1,4.3,1326.0
2741,1856,2024-H2,3.7,1326.0
2742,1857,2023-H1,2.7,2996.0
2743,1857,2023-H2,2.7,2996.0
2744,1857,2024-H1,1.6,2996.0
2745,1857,2024-H2,2.6,2996.0
2746,1859,2023-H1,3.2,1074.0
2747,1859,2023-H2,3.7,1074.0
2748,1859,2024-H1,3.5,1074.0
2749,1859,2024-H2,3.3,1074.0
2750,1861,2023-H1,3.4,1685.0
2751,1861,2023-H2,3.4,1685.0
2752,1861,2024-H1,3.1,1685.0
2753,1861,2024-H2,2.9,1685.0
2754,1862,2023-H1,4.6,4946.0
2755,1862,2023-H2,3.4,4946.0
2756,1862,2024-H1,3.9,4946.0
2757,1862,2024-H2,3.8,4946.0
2758,1863,2023-H1,3.2,4692.0
2759,1863,2023-H2,3.0,4692.0
2760,1865,2023-H1,3.0,3477.0
2761,1865,2023-H2,4.3,3477.0
2762,1865,2024-H1,3.9,3477.0
2763,1865,2024-H2,3.1,3477.0
2764,1866,2023-H1,2.5,4846.0
2765,1866,2023-H2,3.5,4846.0
2766,1866,2024-H1,2.6,4846.0
2767,1866,2024-H2,3.1,4846.0
2768,1867,2023-H1,3.4,2692.0
2769,1867,2023-H2,3.1,2692.0
2770,1867,2024-H1,4.0,2692.0
2771,1867,2024-H2,3.0,2692.0
2772,1869,2023-H1,3.7,2017.0
2773,1869,2023-H2,3.9,2017.0
2774,1869,2024-H1,3.4,2017.0
2775,1869,2024-H2,3.1,2017.0
2776,1870,2023-H1,2.9,1478.0
2777,1870,2023-H2,3.2,1478.0
2778,1870,2024-H1,3.4,1478.0
2779,1870,2024-H2,3.2,1478.0
2780,1871,2023-H1,3.8,2654.0
2781,1871,2023-H2,4.2,2654.0
2782,1871,2024-H1,3.6,2654.0
2783,1871,2024-H2,3.2,2654.0
2784,1872,2023-H1,2.7,3151.0
2785,1872,2023-H2,3.4,3151.0
2786,1872,2024-H1,4.5,3151.0
2787,1872,2024-H2,3.8,3151.0
2788,1874,2023-H1,3.1,2032.0
2789,1874,2023-H2,2.9,2032.0
2790,1874,2024-H1,2.5,2032.0
2791,1874,2024-H2,2.9,2032.0
2792,1875,2023-H1,4.1,1682.0
2793,1875,2023-H2,3.8,1682.0
2794,1875,2024-H1,4.0,1682.0
2795,1875,2024-H2,4.4,1682.0
2796,1876,2023-H1,3.1,3264.0
2797,1876,2023-H2,4.2,3264.0
2798,1876,2024-H1,3.2,3264.0
2799,1876,2024-H2,3.8,3264.0
2800,1877,2023-H1,3.4,4946.0
2801,1877,2023-H2,2.9,4946.0
2802,1877,2024-H1,3.5,4946.0
2803,1877,2024-H2,3.4,4946.0
2804,1878,2023-H1,1.9,4216.0
2805,1878,2023-H2,2.1,4216.0
2806,1878,2024-H1,2.1,4216.0
2807,1878,2024-H2,1.9,4216.0
2808,1879,2023-H1,3.9,1939.0
2809,1879,2023-H2,3.7,1939.0
2810,1879,2024-H1,3.6,1939.0
2811,1879,2024-H2,3.1,1939.0
2812,1880,2023-H1,3.0,2635.0
2813,1880,2023-H2,3.5,2635.0
2814,1880,2024-H1,2.3,2635.0
2815,1880,2024-H2,3.4,2635.0
2816,1882,2024-H2,4.3,5321.0
2817,1883,2023-H2,3.5,4643.0
2818,1883,2024-H1,3.7,4643.0
2819,1883,2024-H2,3.3,4643.0
2820,1884,2023-H1,4.9,1967.0
2821,1884,2023-H2,4.5,1967.0
2822,1884,2024-H1,3.3,1967.0
2823,1884,2024-H2,4.1,1967.0
2824,1885,2023-H1,3.8,3594.0
2825,1885,2023-H2,3.1,3594.0
2826,1885,2024-H1,3.0,3594.0
2827,1885,2024-H2,3.0,3594.0
2828,1887,2023-H1,4.2,5046.0
2829,1887,2023-H2,4.6,5046.0
2830,1887,2024-H1,4.0,5046.0
2831,1887,2024-H2,4.3,5046.0
2832,1888,2023-H1,3.1,4677.0
2833,1888,2023-H2,2.4,4677.0
2834,1888,2024-H1,2.6,4677.0
2835,1888,2024-H2,3.1,4677.0
2836,1890,2023-H1,2.9,4093.0
2837,1890,2023-H2,3.4,4093.0
2838,1890,2024-H1,2.7,4093.0
2839,1890,2024-H2,2.9,4093.0
2840,1891,2024-H2,3.3,3169.0
2841,1892,2024-H1,2.4,5492.0
2842,1892,2024-H2,1.7,5492.0
2843,1893,2023-H1,4.8,5393.0
2844,1893,2023-H2,4.2,5393.0
2845,1893,2024-H1,4.9,5393.0
2846,1893,2024-H2,4.4,5393.0
2847,1894,2023-H1,4.2,3337.0
2848,1894,2023-H2,3.9,3337.0
2849,1894,2024-H1,3.7,3337.0
2850,1894,2024-H2,4.5,3337.0
2851,1895,2024-H1,3.5,1838.0
2852,1895,2024-H2,3.5,1838.0
2853,1896,2023-H1,3.5,1885.0
2854,1896,2023-H2,4.7,1885.0
2855,1896,2024-H1,4.4,1885.0
2856,1896,2024-H2,4.4,1885.0
2857,1897,2023-H1,3.5,2122.0
2858,1897,2023-H2,3.6,2122.0
2859,1897,2024-H1,3.0,2122.0
2860,1897,2024-H2,3.2,2122.0
2861,1898,2023-H1,3.8,4946.0
2862,1898,2023-H2,3.6,4946.0
2863,1898,2024-H1,3.5,4946.0
2864,1898,2024-H2,3.9,4946.0
2865,1899,2024-H1,3.6,5008.0
2866,1899,2024-H2,3.2,5008.0
2867,1900,2023-H1,4.6,4844.0
2868,1900,2023-H2,3.7,4844.0
2869,1900,2024-H1,4.1,4844.0
2870,1900,2024-H2,4.2,4844.0
2871,1901,2023-H1,4.1,1097.0
2872,1901,2023-H2,3.6,1097.0
2873,1901,2024-H1,4.0,1097.0
2874,1901,2024-H2,4.8,1097.0
2875,1902,2023-H1,4.3,2782.0
2876,1902,2023-H2,4.4,2782.0
2877,1902,2024-H1,4.1,2782.0
2878,1902,2024-H2,4.7,2782.0
2879,1903,2023-H1,3.4,2246.0
2880,1903,2023-H2,3.9,2246.0
2881,1903,2024-H1,2.8,2246.0
2882,1903,2024-H2,3.0,2246.0
2883,1904,2023-H1,4.4,1720.0
2884,1904,2023-H2,3.2,1720.0
2885,1904,2024-H1,3.3,1720.0
2886,1904,2024-H2,3.5,1720.0
2887,1906,2023-H1,4.7,1624.0
2888,1906,2023-H2,4.7,1624.0
2889,1906,2024-H1,4.5,1624.0
2890,1906,2024-H2,4.4,1624.0
2891,1907,2023-H1,1.9,3129.0
2892,1907,2023-H2,1.9,3129.0
2893,1907,2024-H1,1.8,3129.0
2894,1907,2024-H2,1.4,3129.0
2895,1908,2023-H1,3.6,3345.0
2896,1908,2023-H2,3.5,3345.0
2897,1908,2024-H1,3.7,3345.0
2898,1908,2024-H2,3.2,3345.0
2899,1910,2024-H1,4.2,4644.0
2900,1911,2024-H2,4.9,1478.0
2901,1912,2023-H1,1.6,2451.0
2902,1912,2023-H2,1.1,2451.0
2903,1912,2024-H1,1.7,2451.0
2904,1912,2024-H2,1.7,2451.0
2905,1913,2023-H2,2.2,2612.0
2906,1913,2024-H1,3.3,2612.0
2907,1913,2024-H2,3.0,2612.0
2908,1914,2024-H2,3.9,1757.0
2909,1915,2023-H2,4.6,5058.0
2910,1915,2024-H1,4.0,5058.0
2911,1915,2024-H2,4.9,5058.0
2912,1916,2023-H1,3.5,3351.0
2913,1916,2023-H2,2.8,3351.0
2914,1916,2024-H1,2.9,3351.0
2915,1916,2024-H2,2.8,3351.0
2916,1917,2023-H1,3.5,4082.0
2917,1917,2023-H2,2.8,4082.0
2918,1917,2024-H1,3.6,4082.0
2919,1917,2024-H2,3.1,4082.0
2920,1918,2023-H1,3.4,4241.0
2921,1918,2023-H2,3.9,4241.0
2922,1918,2024-H1,3.6,4241.0
2923,1918,2024-H2,3.5,4241.0
2924,1919,2023-H1,4.2,3596.0
2925,1919,2023-H2,5.0,3596.0
2926,1919,2024-H1,4.6,3596.0
2927,1920,2023-H1,3.0,3424.0
2928,1920,2023-H2,3.0,3424.0
2929,1920,2024-H1,3.4,3424.0
2930,1920,2024-H2,3.2,3424.0
2931,1921,2023-H1,3.7,2780.0
2932,1921,2023-H2,3.9,2780.0
2933,1921,2024-H1,3.5,2780.0
2934,1921,2024-H2,3.7,2780.0
2935,1922,2023-H1,3.5,3339.0
2936,1922,2023-H2,4.6,3339.0
2937,1922,2024-H1,3.9,3339.0
2938,1922,2024-H2,3.4,3339.0
2939,1923,2023-H1,3.8,4242.0
2940,1923,2023-H2,4.1,4242.0
2941,1923,2024-H1,3.3,4242.0
2942,1923,2024-H2,3.9,4242.0
2943,1924,2023-H1,4.0,3067.0
2944,1924,2023-H2,2.8,3067.0
2945,1924,2024-H1,3.4,3067.0
2946,1924,2024-H2,3.5,3067.0
2947,1925,2024-H2,1.8,4889.0
2948,1926,2023-H2,2.5,3576.0
2949,1926,2024-H1,3.4,3576.0
2950,1926,2024-H2,2.0,3576.0
2951,1927,2023-H2,3.1,4850.0
2952,1927,2024-H1,2.8,4850.0
2953,1927,2024-H2,2.8,4850.0
2954,1928,2023-H1,4.8,4405.0
2955,1928,2023-H2,4.7,4405.0
2956,1928,2024-H1,4.1,4405.0
2957,1928,2024-H2,4.4,4405.0
2958,1929,2024-H1,3.8,4269.0
2959,1930,2023-H1,3.2,4059.0
2960,1930,2023-H2,2.8,4059.0
2961,1930,2024-H1,2.8,4059.0
2962,1930,2024-H2,3.6,4059.0
2963,1931,2023-H1,2.8,3516.0
2964,1931,2023-H2,3.1,3516.0
2965,1931,2024-H1,2.7,3516.0
2966,1931,2024-H2,2.3,3516.0
2967,1932,2023-H2,2.8,4783.0
2968,1932,2024-H1,2.0,4783.0
2969,1932,2024-H2,2.2,4783.0
2970,1933,2023-H1,3.1,1036.0
2971,1933,2023-H2,2.7,1036.0
2972,1933,2024-H1,3.3,1036.0
2973,1933,2024-H2,3.1,1036.0
2974,1934,2023-H2,4.2,5248.0
2975,1934,2024-H1,4.7,5248.0
2976,1934,2024-H2,5.0,5248.0
2977,1935,2023-H1,3.8,1678.0
2978,1936,2023-H1,4.1,5155.0
2979,1936,2023-H2,3.8,5155.0
2980,1936,2024-H1,4.6,5155.0
2981,1936,2024-H2,4.1,5155.0
2982,1937,2023-H1,3.8,4961.0
2983,1937,2023-H2,4.4,4961.0
2984,1937,2024-H1,4.2,4961.0
2985,1937,2024-H2,3.3,4961.0
2986,1938,2023-H1,4.2,2610.0
2987,1938,2023-H2,4.7,2610.0
2988,1938,2024-H1,3.6,2610.0
2989,1938,2024-H2,4.7,2610.0
2990,1939,2023-H1,2.8,1134.0
2991,1939,2023-H2,2.8,1134.0
2992,1939,2024-H1,2.9,1134.0
2993,1939,2024-H2,2.8,1134.0
2994,1940,2023-H1,4.9,1914.0
2995,1940,2023-H2,5.0,1914.0
2996,1940,2024-H1,5.0,1914.0
2997,1940,2024-H2,4.7,1914.0
2998,1941,2023-H1,3.1,3939.0
2999,1941,2023-H2,3.2,3939.0
3000,1941,2024-H1,2.8,3939.0
3001,1941,2024-H2,3.5,3939.0
3002,1942,2023-H1,4.6,3622.0
3003,1942,2023-H2,4.5,3622.0
3004,1942,2024-H1,5.0,3622.0
3005,1942,2024-H2,4.9,3622.0
3006,1943,2023-H1,4.6,
3007,1943,2023-H2,5.0,
3008,1943,2024-H1,5.0,
3009,1943,2024-H2,4.8,
3010,1944,2023-H1,3.0,1851.0
3011,1944,2023-H2,3.3,1851.0
3012,1944,2024-H1,3.7,1851.0
3013,1944,2024-H2,4.0,1851.0
3014,1946,2023-H1,3.1,5011.0
3015,1946,2023-H2,3.4,5011.0
3016,1946,2024-H1,2.8,5011.0
3017,1946,2024-H2,3.0,5011.0
3018,1947,2023-H1,3.7,1783.0
3019,1947,2023-H2,3.0,1783.0
3020,1947,2024-H1,3.9,1783.0
3021,1947,2024-H2,4.3,1783.0
3022,1949,2023-H1,2.7,2797.0
3023,1949,2023-H2,3.1,2797.0
3024,1949,2024-H1,2.9,2797.0
3025,1949,2024-H2,2.9,2797.0
3026,1950,2023-H1,3.2,1591.0
3027,1950,2023-H2,3.0,1591.0
3028,1950,2024-H1,4.0,1591.0
3029,1950,2024-H2,3.2,1591.0
3030,1951,2023-H1,3.9,2595.0
3031,1951,2023-H2,3.1,2595.0
3032,1951,2024-H1,3.9,2595.0
3033,1951,2024-H2,3.7,2595.0
3034,1952,2023-H1,2.4,5303.0
3035,1952,2023-H2,2.0,5303.0
3036,1952,2024-H1,2.6,5303.0
3037,1952,2024-H2,2.4,5303.0
3038,1953,2023-H1,4.0,4066.0
3039,1953,2023-H2,4.1,4066.0
3040,1953,2024-H1,4.1,4066.0
3041,1953,2024-H2,4.3,4066.0
3042,1954,2023-H1,3.1,3500.0
3043,1954,2023-H2,2.8,3500.0
3044,1954,2024-H1,3.2,3500.0
3045,1955,2023-H1,2.4,2200.0
3046,1955,2023-H2,2.9,2200.0
3047,1955,2024-H1,2.7,2200.0
3048,1955,2024-H2,3.1,2200.0
3049,1956,2023-H1,3.1,3211.0
3050,1956,2023-H2,3.0,3211.0
3051,1956,2024-H1,3.8,3211.0
3052,1956,2024-H2,3.5,3211.0
3053,1957,2023-H1,3.9,5119.0
3054,1957,2023-H2,3.5,5119.0
3055,1957,2024-H1,3.0,5119.0
3056,1957,2024-H2,3.5,5119.0
3057,1958,2023-H1,4.8,3289.0
3058,1958,2023-H2,4.5,3289.0
3059,1958,2024-H1,5.0,3289.0
3060,1958,2024-H2,5.0,3289.0
3061,1959,2024-H2,3.3,1792.0
3062,1960,2023-H1,3.5,4017.0
3063,1960,2023-H2,3.0,4017.0
3064,1960,2024-H1,3.8,4017.0
3065,1960,2024-H2,3.7,4017.0
3066,1961,2023-H1,3.1,4416.0
3067,1961,2023-H2,2.8,4416.0
3068,1961,2024-H1,3.4,4416.0
3069,1961,2024-H2,3.3,4416.0
3070,1962,2023-H1,4.7,5385.0
3071,1962,2023-H2,4.2,5385.0
3072,1962,2024-H1,3.8,5385.0
3073,1962,2024-H2,4.7,5385.0
3074,1963,2023-H1,4.4,3049.0
3075,1963,2023-H2,4.4,3049.0
3076,1963,2024-H1,4.1,3049.0
3077,1963,2024-H2,3.6,3049.0
3078,1964,2023-H1,2.3,1010.0
3079,1964,2023-H2,3.0,1010.0
3080,1964,2024-H1,3.1,1010.0
3081,1964,2024-H2,2.9,1010.0
3082,1965,2023-H1,3.3,3798.0
3083,1965,2023-H2,3.2,3798.0
3084,1965,2024-H1,2.7,3798.0
3085,1965,2024-H2,4.1,3798.0
3086,1966,2023-H1,2.4,3516.0
3087,1966,2023-H2,2.3,3516.0
3088,1966,2024-H1,1.8,3516.0
3089,1966,2024-H2,2.1,3516.0
3090,1967,2023-H1,4.1,
3091,1967,2023-H2,4.2,
3092,1967,2024-H1,4.5,
3093,1967,2024-H2,4.3,
3094,1968,2023-H1,3.6,1742.0
3095,1968,2023-H2,3.4,1742.0
3096,1968,2024-H1,2.3,1742.0
3097,1968,2024-H2,3.0,1742.0
3098,1969,2024-H2,4.1,3723.0
3099,1970,2023-H1,3.0,3201.0
3100,1970,2023-H2,1.5,3201.0
3101,1970,2024-H1,2.0,3201.0
3102,1970,2024-H2,2.3,3201.0
3103,1971,2023-H1,4.2,1865.0
3104,1971,2023-H2,4.2,1865.0
3105,1971,2024-H1,4.0,1865.0
3106,1971,2024-H2,4.0,1865.0
3107,1972,2024-H1,4.5,5095.0
3108,1972,2024-H2,4.7,5095.0
3109,1973,2023-H1,1.9,3237.0
3110,1973,2023-H2,2.5,3237.0
