salary_id,employee_id,effective_date,monthly_salary_idr,change_reason
3119,2121,2022-02-10,15650000,Initial
3120,2122,01/04/2019,27940000,Initial
3121,2122,01-03-2021,30840000,Annual Raise
3122,2122,2023-01-31,33750000,Adjustment
3123,2123,2021-05-05,17260000,Initial
3124,2123,2023-03-04,18450000,Adjustment
3125,2124,02/01/2017,26240000,Initial
3126,2124,2018-08-09,27540000,Adjustment
3127,2124,15/03/2020,29330000,Promotion
3128,2124,20-10-2021,31410000,Market Correction
3129,2124,2023-05-27,34400000,Annual Raise
3130,2125,10-03-2023,21110000,Initial
3131,2126,26/04/2016,23120000,Initial
3132,2126,20/01/2018,25360000,Market Correction
3133,2126,2019-10-16,28230000,Adjustment
3134,2126,2021-07-12,30220000,Market Correction
3135,2126,07-04-2023,32980000,Annual Raise
3136,2127,20-02-2015,11130000,Initial
3137,2127,12-10-2016,12320000,Promotion
3138,2127,05/06/2018,13500000,Promotion
3139,2127,2020-01-26,14180000,
3140,2127,2021-09-18,15440000,Annual Raise
3141,2127,11-05-2023,17270000,Annual Raise
3142,2128,2021-10-26,16360000,Initial
3143,2128,30/05/2023,17590000,Market Correction
3144,2129,02/02/2020,15550000,Initial
3145,2129,22/09/2021,16270000,Adjustment
3146,2129,13/05/2023,17250000,Promotion
3147,2130,29-09-2017,18890000,Initial
3148,2130,23-07-2019,20660000,Promotion
3149,2130,16-05-2021,22400000,Promotion
3150,2130,10/03/2023,23840000,Promotion
3151,2131,20/07/2015,18390000,Initial
3152,2131,2017-02-14,19550000,Market Correction
3153,2131,13/09/2018,20710000,Promotion
3154,2131,10/04/2020,22740000,Promotion
3155,2131,07/11/2021,25070000,Market Correction
3156,2131,05/06/2023,27220000,Market Correction
3157,2132,18/08/2016,25270000,Initial
3158,2132,21-04-2018,26930000,Market Correction
3159,2132,24/12/2019,28450000,Market Correction
3160,2132,26-08-2021,30420000,Promotion
3161,2132,2023-04-30,33820000,Promotion
3162,2133,2018-09-18,24550000,Initial
3163,2133,2020-04-14,26980000,Annual Raise
3164,2133,09-11-2021,29820000,Market Correction
3165,2133,06-06-2023,31460000,Annual Raise
3166,2134,22-10-2016,48190000,Initial
3167,2134,12-06-2018,53120000,Market Correction
3168,2134,01/02/2020,55600000,Market Correction
3169,2134,21/09/2021,62050000,Adjustment
3170,2134,2023-05-13,66570000,Market Correction
3171,2135,2020-02-09,28650000,Initial
3172,2135,27-09-2021,30270000,Annual Raise
3173,2135,16/05/2023,32730000,Market Correction
3174,2136,2023-08-14,7340000,Initial
3175,2137,16/06/2024,6270000,Initial
3176,2138,16/10/2022,38020000,Initial
3177,2139,21/10/2022,23430000,Initial
3178,2140,04-06-2020,36970000,Initial
3179,2140,13-12-2021,38670000,Annual Raise
3180,2140,2023-06-23,41000000,Promotion
3181,2141,16/10/2019,23590000,Initial
3182,2141,2021-07-11,25860000,Adjustment
3183,2141,2023-04-07,28350000,Annual Raise
3184,2142,2016-06-15,46060000,
3185,2142,01/03/2018,47910000,Promotion
3186,2142,15/11/2019,53060000,Market Correction
3187,2142,2021-08-01,56240000,Annual Raise
3188,2142,17/04/2023,61120000,Adjustment
3189,2143,10/07/2020,26480000,Initial
3190,2143,06/10/2022,27590000,Adjustment
3191,2144,03-03-2017,23710000,Initial
3192,2145,2023-04-09,16170000,Initial
3193,2146,06/07/2015,30740000,Initial
3194,2146,2017-02-02,33240000,Promotion
3195,2146,03/09/2018,34750000,Adjustment
3196,2146,03-04-2020,37910000,Promotion
3197,2146,02-11-2021,40700000,Adjustment
3198,2146,03-06-2023,45530000,
3199,2147,2015-02-16,38850000,Initial
3200,2147,09/10/2016,40980000,Annual Raise
3201,2147,2018-06-02,43860000,Market Correction
3202,2147,2020-01-24,46380000,Adjustment
3203,2147,16-09-2021,50490000,Annual Raise
3204,2147,10/05/2023,53970000,
3205,2148,2018-06-14,12110000,Initial
3206,2148,2020-02-02,12730000,Market Correction
3207,2148,2021-09-22,14000000,Adjustment
3208,2148,13/05/2023,15120000,Annual Raise
3209,2149,2016-04-11,18610000,Initial
3210,2149,2018-01-08,19470000,Market Correction
3211,2149,07/10/2019,20600000,Market Correction
3212,2149,2021-07-06,22110000,Adjustment
3213,2149,2023-04-04,24060000,Promotion
3214,2150,01-05-2024,15300000,Initial
3215,2151,27-04-2020,12250000,Initial
3216,2151,18-11-2021,13470000,Market Correction
3217,2151,11-06-2023,14740000,Market Correction
3218,2152,13-01-2022,31230000,Initial
3219,2153,2023-10-17,12150000,Initial
3220,2154,2021-05-03,14870000,
3221,2154,03-03-2023,16490000,Market Correction
3222,2155,03/05/2017,14770000,Initial
3223,2155,2018-11-14,15960000,Promotion
3224,2155,2020-05-27,17330000,Adjustment
3225,2155,08/12/2021,18940000,Annual Raise
3226,2155,2023-06-21,19800000,Market Correction
3227,2156,29-09-2015,17110000,Initial
3228,2156,2017-04-14,18060000,Promotion
3229,2156,2018-10-30,20210000,Annual Raise
3230,2156,16/05/2020,21760000,Annual Raise
3231,2156,30/11/2021,23100000,Promotion
3232,2156,17-06-2023,25210000,Market Correction
3233,2157,2019-03-17,14770000,Initial
3234,2157,19-02-2021,15530000,Promotion
3235,2157,26-01-2023,16250000,Adjustment
3236,2158,2017-02-06,20690000,Initial
3237,2158,06/09/2018,23140000,Market Correction
3238,2158,2020-04-05,24920000,Adjustment
3239,2158,2021-11-03,26700000,Market Correction
3240,2158,2023-06-03,29680000,
3241,2159,17-12-2022,38350000,
3242,2160,2019-03-03,14320000,Initial
3243,2160,2021-02-10,15600000,Adjustment
3244,2160,2023-01-21,17100000,Market Correction
3245,2161,17/12/2016,16020000,Initial
3246,2162,2020-09-03,29180000,Initial
3247,2162,10-04-2022,32100000,
3248,2163,2020-06-03,18830000,Initial
3249,2163,2021-12-12,20320000,Adjustment
3250,2163,23/06/2023,21920000,Market Correction
3251,2164,2016-08-09,47780000,Initial
3252,2164,2018-04-14,53040000,Promotion
3253,2164,2019-12-18,57650000,Annual Raise
3254,2164,23/08/2021,63040000,Promotion
3255,2164,28-04-2023,66030000,Market Correction
3256,2165,20-04-2017,20340000,Initial
3257,2165,03/11/2018,21860000,Adjustment
3258,2165,19/05/2020,22780000,Annual Raise
3259,2165,02/12/2021,24850000,Adjustment
3260,2165,18/06/2023,27800000,Market Correction
3261,2166,2015-01-17,28180000,Initial
3262,2166,14/09/2016,29640000,Annual Raise
3263,2166,2018-05-13,32860000,Adjustment
3264,2166,2020-01-09,35570000,Adjustment
3265,2166,06-09-2021,39290000,Annual Raise
3266,2166,05/05/2023,42000000,Adjustment
3267,2167,27/09/2018,24260000,Initial
3268,2167,21-04-2020,25440000,Promotion
3269,2167,14-11-2021,27380000,Promotion
3270,2167,09-06-2023,29690000,Market Correction
3271,2168,03/04/2015,22200000,Initial
3272,2168,2016-11-16,24300000,Market Correction
3273,2168,03/07/2018,26860000,Adjustment
3274,2168,16/02/2020,29920000,Promotion
3275,2168,02/10/2021,33500000,Promotion
3276,2168,18-05-2023,36430000,Promotion
3277,2169,2018-08-07,8580000,Initial
3278,2169,2020-03-13,9000000,Promotion
3279,2169,19/10/2021,10020000,Adjustment
3280,2169,27/05/2023,10910000,Market Correction
3281,2170,01-09-2023,15020000,Initial
3282,2171,2018-01-25,15070000,Initial
3283,2171,05/10/2019,16740000,Annual Raise
3284,2171,2021-06-14,18430000,Promotion
3285,2171,22-02-2023,20380000,Annual Raise
3286,2172,28-02-2021,30420000,Initial
3287,2172,30/01/2023,32320000,Promotion
3288,2173,09/06/2021,20330000,Initial
3289,2173,22-03-2023,21370000,Annual Raise
3290,2174,2021-01-23,30380000,Initial
3291,2174,2023-01-12,33880000,Annual Raise
3292,2175,09-03-2016,16680000,Initial
3293,2175,13-12-2017,18640000,Adjustment
3294,2175,18-09-2019,19500000,Adjustment
3295,2175,23-06-2021,20670000,Adjustment
3296,2175,29-03-2023,22940000,Promotion
3297,2176,2022-11-26,11890000,Initial
3298,2177,2021-11-29,19780000,Initial
3299,2177,2023-06-16,22010000,Adjustment
3300,2178,23-06-2023,27220000,Initial
3301,2179,2016-02-03,15780000,Initial
3302,2179,2017-11-15,16910000,Annual Raise
3303,2179,28/08/2019,18260000,Annual Raise
3304,2179,2021-06-09,19560000,Annual Raise
3305,2179,22-03-2023,21450000,Promotion
3306,2180,2020-04-11,8040000,Initial
3307,2181,28-01-2019,20920000,Initial
3308,2181,2021-01-18,22880000,Market Correction
3309,2181,2023-01-10,24450000,Market Correction
3310,2182,2023-11-05,15310000,Initial
3311,2183,2015-09-25,24580000,Initial
3312,2183,2017-04-11,26470000,Promotion
3313,2183,2018-10-27,28730000,Promotion
3314,2183,14-05-2020,30090000,Promotion
3315,2183,29/11/2021,31430000,Adjustment
3316,2183,16-06-2023,34210000,Market Correction
3317,2184,2018-03-02,20050000,Initial
3318,2184,16/11/2019,21740000,
3319,2184,2021-08-01,22860000,Promotion
3320,2184,17/04/2023,25000000,Promotion
3321,2185,20-07-2019,31740000,Initial
3322,2185,14/05/2021,34750000,Adjustment
3323,2185,09/03/2023,37380000,Market Correction
3324,2186,20/11/2023,17850000,Initial
3325,2187,2021-12-18,12850000,Initial
3326,2187,26-06-2023,14330000,Market Correction
3327,2188,28-09-2015,8710000,Initial
3328,2188,2017-04-13,9140000,Market Correction
3329,2188,29/10/2018,10030000,Annual Raise
3330,2188,15-05-2020,10920000,Promotion
3331,2188,30/11/2021,11370000,
3332,2188,2023-06-17,12510000,Promotion
3333,2189,12-05-2021,18270000,Initial
3334,2189,2023-03-08,19380000,Market Correction
3335,2190,2022-06-07,15010000,Initial
3336,2191,2016-04-13,12340000,
3337,2191,10-01-2018,12990000,Market Correction
3338,2191,09-10-2019,13720000,Annual Raise
3339,2191,07/07/2021,14850000,Adjustment
3340,2191,05/04/2023,15520000,Adjustment
3341,2192,21-03-2024,16920000,
3342,2193,2021-09-16,21600000,Initial
3343,2194,06/01/2016,20010000,Initial
3344,2194,2017-10-23,22380000,Annual Raise
3345,2194,2019-08-11,24820000,Market Correction
3346,2194,2021-05-28,27320000,Annual Raise
3347,2194,16/03/2023,30020000,Market Correction
3348,2195,28/06/2023,24860000,Initial
3349,2196,26-11-2021,14370000,Initial
3350,2196,2023-06-15,15770000,Annual Raise
3351,2197,2018-05-12,17860000,Initial
3352,2197,08-01-2020,18790000,Promotion
3353,2197,2021-09-06,19650000,Adjustment
3354,2197,05-05-2023,21940000,Adjustment
3355,2198,19-01-2023,21590000,Initial
3356,2199,2021-11-09,18230000,Initial
3357,2199,06-06-2023,19130000,Market Correction
3358,2200,13-09-2015,29450000,Initial
3359,2200,2017-04-01,32270000,Adjustment
3360,2200,19-10-2018,34570000,
3361,2200,08-05-2020,38000000,Adjustment
3362,2200,25/11/2021,40230000,Market Correction
3363,2200,14/06/2023,42810000,Annual Raise
3364,2201,2022-11-20,17600000,Initial
3365,2202,15/09/2024,13540000,Initial
3366,2203,04-01-2022,25920000,Initial
3367,2204,2021-02-10,17140000,Initial
3368,2204,2023-01-21,17870000,Adjustment
3369,2205,25/03/2021,34540000,Initial
3370,2205,12-02-2023,38080000,Market Correction
3371,2206,27/03/2018,17320000,Initial
3372,2206,05-12-2019,18400000,Market Correction
3373,2206,2021-08-14,19480000,Adjustment
3374,2206,24/04/2023,21680000,Market Correction
3375,2207,2015-10-21,15940000,Initial
3376,2207,2017-05-03,17010000,Promotion
3377,2207,14-11-2018,18370000,Promotion
3378,2207,27-05-2020,20000000,Annual Raise
3379,2207,08-12-2021,21610000,Market Correction
3380,2207,21/06/2023,22840000,Promotion
3381,2208,18/05/2022,19760000,Initial
3382,2209,24/08/2024,14090000,Initial
3383,2210,2021-12-27,17520000,Initial
3384,2211,25-04-2019,24290000,Initial
3385,2211,17/03/2021,26190000,Promotion
3386,2211,2023-02-08,28490000,Market Correction
3387,2212,2021-06-25,5350000,Initial
3388,2212,2023-03-30,5950000,Annual Raise
3389,2213,2019-08-10,14020000,Initial
3390,2213,28/05/2021,15610000,Annual Raise
3391,2213,2023-03-16,16920000,Annual Raise
3392,2214,16/05/2021,11260000,Initial
3393,2214,2023-03-10,12260000,Promotion
3394,2215,29/09/2022,16230000,Initial
3395,2216,13-11-2020,32280000,
3396,2216,08-12-2022,34190000,Market Correction
3397,2217,02-09-2022,13290000,Initial
3398,2218,08-11-2018,46090000,Initial
3399,2218,22-05-2020,47980000,Annual Raise
3400,2218,2021-12-05,53520000,
3401,2218,19/06/2023,59190000,
3402,2219,08/06/2021,18610000,Initial
3403,2219,21-03-2023,20070000,Promotion
3404,2220,2018-03-30,25990000,Initial
3405,2220,2019-12-07,29070000,Annual Raise
3406,2220,2021-08-15,30750000,Annual Raise
3407,2220,24-04-2023,32290000,Market Correction
3408,2221,2023-02-25,19690000,Initial
3409,2222,26/06/2021,15900000,Initial
3410,2222,30/03/2023,16760000,Adjustment
3411,2223,2024-01-27,9510000,Initial
3412,2224,03-06-2016,10420000,Initial
3413,2224,2018-02-19,11560000,Adjustment
3414,2224,2019-11-08,12370000,Adjustment
3415,2224,27/07/2021,13350000,Market Correction
3416,2224,2023-04-15,13880000,Market Correction
3417,2225,01/02/2018,11570000,Initial
3418,2225,2019-10-25,12510000,Adjustment
3419,2225,2021-07-18,13030000,Adjustment
3420,2225,10/04/2023,13660000,Market Correction
3421,2226,2021-08-20,33500000,Initial
3422,2226,2023-04-27,36580000,Market Correction
3423,2227,06-12-2017,27800000,Initial
3424,2227,12/09/2019,29460000,Adjustment
3425,2227,19/06/2021,31930000,Adjustment
3426,2227,2023-03-27,34180000,Adjustment
3427,2228,2018-11-05,18210000,Initial
3428,2228,2020-05-20,19580000,Market Correction
3429,2228,2021-12-03,21480000,Adjustment
3430,2228,18-06-2023,23770000,Annual Raise
3431,2229,23-05-2024,39790000,Initial
3432,2230,30-05-2022,22410000,Initial
3433,2231,11/08/2015,16280000,Initial
3434,2231,04/03/2017,18200000,Promotion
3435,2231,27-09-2018,19880000,Adjustment
3436,2231,21/04/2020,21130000,Market Correction
3437,2231,14/11/2021,23430000,Market Correction
3438,2231,2023-06-09,25300000,Adjustment
3439,2232,2019-06-22,10000000,Initial
3440,2232,2021-04-25,10530000,Annual Raise
3441,2232,27/02/2023,11710000,Annual Raise
3442,2233,2019-04-05,9370000,Initial
3443,2233,04-03-2021,9840000,Annual Raise
3444,2233,2023-02-01,10450000,Market Correction
3445,2234,2020-12-12,19020000,Initial
3446,2234,22-12-2022,20210000,Market Correction
3447,2235,2019-04-14,10130000,Initial
3448,2235,10-03-2021,10790000,Adjustment
3449,2235,04-02-2023,11830000,Market Correction
3450,2236,03/02/2016,14040000,Initial
3451,2236,15-11-2017,15460000,Promotion
3452,2236,28/08/2019,17080000,Adjustment
3453,2236,2021-06-09,17950000,Annual Raise
3454,2236,22/03/2023,18960000,Adjustment
3455,2237,2021-11-05,19920000,Initial
3456,2237,04/06/2023,20780000,Annual Raise
3457,2238,2023-12-31,16000000,Initial
3458,2239,27/03/2023,15090000,Initial
3459,2240,07-07-2018,16080000,Initial
3460,2240,2020-02-19,16810000,Market Correction
3461,2240,2021-10-04,18180000,Market Correction
3462,2240,19-05-2023,19220000,Adjustment
3463,2241,18-02-2015,20290000,Initial
3464,2241,2016-10-10,21560000,Adjustment
3465,2241,03-06-2018,23680000,
3466,2241,25/01/2020,25660000,Annual Raise
3467,2241,17-09-2021,27640000,Promotion
3468,2241,11/05/2023,29510000,Promotion
3469,2242,10-12-2018,30600000,Initial
3470,2243,12/12/2021,27770000,Initial
3471,2244,21/09/2021,39770000,Initial
3472,2244,13/05/2023,42290000,Adjustment
3473,2245,08/08/2024,21540000,Initial
3474,2246,2016-03-30,25520000,Initial
3475,2246,2017-12-29,28150000,Adjustment
3476,2246,2019-09-30,30770000,Adjustment
3477,2246,01-07-2021,32920000,Annual Raise
3478,2246,2023-04-02,35760000,
3479,2247,01-03-2022,22260000,Initial
3480,2248,20-11-2017,40090000,Initial
3481,2248,2019-08-31,41700000,Adjustment
3482,2248,2021-06-11,44780000,Annual Raise
3483,2248,23-03-2023,47900000,Promotion
3484,2249,17-04-2019,16660000,Initial
3485,2249,2021-03-12,18280000,Promotion
3486,2249,2023-02-05,19920000,Promotion
3487,2250,29/12/2016,31420000,Initial
3488,2250,06-08-2018,33570000,Market Correction
3489,2250,13/03/2020,36880000,Market Correction
3490,2250,2021-10-19,39100000,
3491,2250,27/05/2023,43710000,Promotion
3492,2251,04/11/2021,25160000,
3493,2251,2023-06-04,27610000,Adjustment
3494,2252,2021-01-23,27780000,Initial
3495,2252,12/01/2023,30020000,Market Correction
3496,2253,14-12-2019,16180000,Initial
3497,2253,20/08/2021,17180000,Annual Raise
3498,2253,27/04/2023,18820000,Annual Raise
3499,2254,2021-05-29,11440000,Initial
3500,2254,16-03-2023,12260000,Market Correction
3501,2255,01/09/2016,26610000,Initial
3502,2255,02-05-2018,29000000,Annual Raise
3503,2255,01-01-2020,30480000,Promotion
3504,2255,01-09-2021,34000000,Market Correction
3505,2255,2023-05-03,35830000,Promotion
3506,2256,27/12/2017,43820000,Initial
3507,2256,28-09-2019,48540000,Annual Raise
3508,2256,2021-06-30,53290000,Adjustment
3509,2256,01/04/2023,56300000,Adjustment
3510,2257,12-10-2020,15010000,Initial
3511,2257,22-11-2022,16230000,Promotion
3512,2258,2024-06-19,26940000,Initial
3513,2259,2019-04-24,30690000,Initial
3514,2259,17-03-2021,34180000,Promotion
3515,2259,2023-02-08,37790000,Market Correction
3516,2260,2018-09-27,13310000,
3517,2260,2020-04-21,14520000,Annual Raise
3518,2260,2021-11-14,16170000,Promotion
3519,2260,09/06/2023,17950000,Annual Raise
3520,2261,05/02/2019,26480000,Initial
3521,2261,24/01/2021,28120000,Adjustment
3522,2261,13/01/2023,30410000,Annual Raise
3523,2262,12-07-2023,38320000,
3524,2263,2019-04-23,10100000,Initial
3525,2263,16-03-2021,10810000,Promotion
3526,2263,07-02-2023,11660000,Annual Raise
3527,2264,2022-01-27,14410000,Initial
3528,2265,31/03/2023,45580000,Initial
3529,2266,2020-06-26,12960000,
3530,2266,2021-12-28,14100000,Adjustment
3531,2266,01/07/2023,15310000,Annual Raise
3532,2267,27/12/2020,53570000,Initial
3533,2267,30-12-2022,58020000,Promotion
3534,2268,01-06-2015,28370000,Initial
3535,2268,04/01/2017,30770000,Adjustment
3536,2268,11-08-2018,34180000,Annual Raise
3537,2268,17-03-2020,35780000,Market Correction
3538,2268,21-10-2021,37250000,Annual Raise
3539,2268,28-05-2023,39160000,Market Correction
3540,2269,2019-07-19,16740000,Initial
3541,2269,2021-03-20,17770000,Market Correction
3542,2269,21-11-2022,19380000,Market Correction
3543,2270,09/08/2022,17690000,Initial
3544,2271,23-10-2015,61420000,Initial
3545,2272,07-12-2021,4900000,Initial
3546,2273,04-02-2022,12530000,Initial
3547,2274,2024-05-14,16830000,Initial
3548,2275,16/09/2015,23430000,Initial
3549,2275,03/04/2017,24620000,Promotion
3550,2275,21/10/2018,26590000,Adjustment
3551,2275,09/05/2020,28110000,Adjustment
3552,2275,26-11-2021,30730000,Promotion
3553,2275,15-06-2023,33530000,Adjustment
3554,2276,21/08/2018,26690000,Initial
3555,2276,24-03-2020,27980000,Annual Raise
3556,2276,26/10/2021,30690000,Promotion
3557,2276,30-05-2023,32810000,Adjustment
3558,2277,10/08/2018,22850000,Initial
3559,2277,16-03-2020,25430000,Market Correction
3560,2277,21/10/2021,27820000,Adjustment
3561,2277,28-05-2023,29940000,Annual Raise
3562,2278,2018-10-06,26110000,Initial
3563,2278,17-07-2020,28950000,Adjustment
3564,2279,2022-10-23,37540000,Initial
3565,2280,30/06/2016,29440000,Initial
3566,2280,04/01/2018,31020000,Adjustment
3567,2280,12/07/2019,33980000,Annual Raise
3568,2280,16/01/2021,37890000,Market Correction
3569,2280,2022-07-24,39670000,Promotion
3570,2281,2015-03-06,20310000,Initial
3571,2281,24-10-2016,21990000,Adjustment
3572,2281,14/06/2018,24580000,Market Correction
3573,2281,02-02-2020,26490000,Market Correction
3574,2281,2021-09-22,28580000,Adjustment
3575,2281,2023-05-13,30930000,Annual Raise
3576,2282,01/01/2016,6130000,Initial
3577,2282,2017-07-02,6760000,Adjustment
3578,2282,01/01/2019,7410000,Market Correction
3579,2282,2020-07-02,7920000,Promotion
3580,2282,01-01-2022,8270000,Adjustment
3581,2282,2023-07-03,8700000,Annual Raise
3582,2283,11-10-2022,16480000,Initial
3583,2284,09-08-2016,21700000,Initial
3584,2284,14-04-2018,22750000,Adjustment
3585,2284,2019-12-18,24580000,Annual Raise
3586,2284,2021-08-23,26360000,Promotion
3587,2284,28-04-2023,28290000,Market Correction
3588,2285,15-12-2016,13560000,Initial
3589,2285,25/07/2018,14250000,Annual Raise
3590,2285,04-03-2020,15070000,Promotion
3591,2285,13-10-2021,16570000,Adjustment
3592,2285,24-05-2023,18540000,Adjustment
3593,2286,11/11/2021,19600000,
3594,2286,2023-06-07,21820000,Promotion
3595,2287,2018-11-25,8430000,Initial
3596,2287,2020-06-04,8810000,Annual Raise
3597,2287,2021-12-13,9690000,Promotion
3598,2287,23/06/2023,10310000,Annual Raise
3599,2288,11/12/2020,42730000,Initial
3600,2288,22-12-2022,45840000,Adjustment
3601,2289,16/03/2020,11470000,Initial
3602,2289,21/10/2021,12080000,Promotion
3603,2289,28-05-2023,12760000,Adjustment
3604,2290,04-03-2017,17100000,Initial
3605,2291,30/07/2020,7120000,Initial
3606,2291,14-09-2022,7620000,Adjustment
3607,2292,2018-03-13,35010000,Initial
3608,2292,2019-11-24,37310000,Annual Raise
3609,2292,07/08/2021,40290000,Market Correction
3610,2292,20/04/2023,44660000,Promotion
3611,2293,27-06-2015,18660000,Initial
3612,2294,09/06/2020,25190000,Initial
3613,2294,16-12-2021,26580000,Adjustment
3614,2294,2023-06-25,29180000,Promotion
3615,2295,2021-08-24,17120000,Initial
3616,2295,29-04-2023,18900000,Annual Raise
3617,2296,31/07/2017,18040000,Initial
3618,2296,2019-06-08,19390000,Promotion
3619,2296,16-04-2021,21030000,Annual Raise
3620,2296,2023-02-23,23460000,Market Correction
3621,2297,10-04-2023,12180000,Initial
3622,2298,2015-10-29,24190000,Initial
3623,2298,09/05/2017,26900000,Market Correction
3624,2298,19-11-2018,29110000,Market Correction
3625,2298,31-05-2020,31810000,Adjustment
3626,2298,10-12-2021,33160000,Market Correction
3627,2298,22/06/2023,34510000,Market Correction
3628,2299,16-08-2016,39380000,Initial
3629,2299,20/04/2018,41270000,Adjustment
3630,2299,23-12-2019,44060000,Adjustment
3631,2299,2021-08-26,46030000,Annual Raise
3632,2299,2023-04-30,49320000,
3633,2300,2019-03-10,32580000,Initial
3634,2300,15-02-2021,36400000,
3635,2300,2023-01-24,39230000,Market Correction
3636,2301,2018-01-09,18490000,Initial
3637,2301,08-10-2019,19330000,Adjustment
3638,2301,2021-07-06,21130000,Promotion
3639,2301,2023-04-04,23040000,Promotion
3640,2302,2018-02-23,10040000,Initial
3641,2302,2019-11-11,10760000,Annual Raise
3642,2302,29-07-2021,11530000,Promotion
3643,2302,2023-04-16,12310000,Adjustment
3644,2303,12/07/2023,14150000,Initial
3645,2304,25-06-2021,23150000,Initial
3646,2304,30/03/2023,25600000,Market Correction
3647,2305,01/09/2024,15750000,Initial
3648,2306,17-02-2018,35240000,Initial
3649,2306,2019-11-23,37840000,Adjustment
3650,2306,2021-08-28,39730000,Annual Raise
3651,2307,2018-09-02,15330000,Initial
3652,2307,2020-04-02,16730000,Market Correction
3653,2307,01-11-2021,18280000,Promotion
3654,2307,02/06/2023,19640000,Promotion
3655,2308,2021-06-07,37030000,Initial
3656,2308,21-03-2023,39570000,Promotion
3657,2309,11-04-2020,33130000,Initial
3658,2309,07/11/2021,36450000,Promotion
3659,2309,05-06-2023,39780000,Market Correction
3660,2310,17-05-2020,13040000,Initial
3661,2310,01-12-2021,13710000,Annual Raise
3662,2310,17-06-2023,14960000,Adjustment
3663,2311,2020-07-21,13080000,Initial
3664,2311,11/10/2022,14150000,Market Correction
3665,2312,11-06-2017,15000000,Initial
3666,2312,07/05/2019,15750000,Adjustment
3667,2313,2015-03-07,7260000,Initial
3668,2313,2016-10-25,7890000,Promotion
3669,2313,2018-06-15,8790000,Market Correction
3670,2313,03-02-2020,9770000,Market Correction
3671,2313,2021-09-23,10540000,Market Correction
3672,2313,2023-05-14,11290000,Adjustment
3673,2314,2024-08-15,17850000,Initial
3674,2315,2020-03-14,13290000,Initial
3675,2315,19-10-2021,14120000,Promotion
3676,2315,2023-05-27,15160000,Annual Raise
3677,2316,11-01-2022,46960000,Initial
3678,2317,26-04-2019,16660000,Initial
3679,2317,2021-03-18,18320000,Market Correction
3680,2317,08/02/2023,20120000,Promotion
3681,2318,11-10-2019,14320000,Initial
3682,2318,08-07-2021,15410000,Annual Raise
3683,2318,05-04-2023,16930000,Market Correction
3684,2319,01/11/2023,15600000,Initial
3685,2320,2020-10-09,10150000,Initial
3686,2320,2022-11-20,11010000,Market Correction
3687,2321,30/03/2016,23290000,Initial
3688,2321,2017-12-29,25650000,Promotion
3689,2321,30/09/2019,27940000,Promotion
3690,2321,01/07/2021,30280000,Annual Raise
3691,2321,2023-04-02,33300000,Adjustment
3692,2322,09-02-2019,24900000,Initial
3693,2322,2021-01-26,27860000,Annual Raise
3694,2322,14/01/2023,29660000,Annual Raise
3695,2323,2016-07-20,16160000,Initial
3696,2323,2018-03-29,17630000,Market Correction
3697,2323,2019-12-06,19270000,Promotion
3698,2323,2021-08-15,20350000,Adjustment
3699,2323,24-04-2023,22130000,Promotion
3700,2324,09-04-2023,39070000,Initial
3701,2325,12/06/2023,28290000,Initial
3702,2326,24-08-2020,33230000,Initial
3703,2326,2022-10-28,35810000,Market Correction
3704,2327,15-11-2018,27260000,Initial
3705,2327,2020-05-27,29500000,Adjustment
3706,2327,08-12-2021,31120000,Adjustment
3707,2327,2023-06-21,33990000,Adjustment
3708,2328,2020-04-09,17600000,Initial
3709,2328,2021-11-06,19470000,Market Correction
3710,2328,05-06-2023,20840000,Annual Raise
3711,2329,2020-01-26,12930000,
3712,2329,2021-09-17,13770000,Market Correction
3713,2329,11/05/2023,14750000,Promotion
3714,2330,2017-02-10,30750000,Initial
3715,2330,2018-09-09,34410000,Promotion
3716,2330,07-04-2020,35790000,Promotion
3717,2330,05-11-2021,37820000,Market Correction
3718,2330,04-06-2023,40720000,Promotion
3719,2331,02/01/2017,58050000,Initial
3720,2331,09-08-2018,62100000,Promotion
3721,2331,2020-03-15,68180000,Market Correction
3722,2331,20-10-2021,72610000,Annual Raise
3723,2331,27-05-2023,76300000,Market Correction
3724,2332,03-04-2016,15110000,Initial
3725,2332,2018-01-02,15970000,Annual Raise
3726,2332,03/10/2019,17120000,Promotion
3727,2332,2021-07-03,18320000,Promotion
3728,2332,2023-04-03,19060000,Promotion
3729,2333,02/11/2020,15730000,Initial
3730,2333,02/12/2022,16610000,Market Correction
3731,2334,25/04/2020,12210000,Initial
3732,2334,2021-11-16,13090000,Annual Raise
3733,2334,10-06-2023,14310000,Annual Raise
3734,2335,09-04-2018,27200000,Initial
3735,2335,14/12/2019,30350000,Market Correction
3736,2335,20-08-2021,33080000,Adjustment
3737,2335,27-04-2023,35300000,Adjustment
3738,2336,12/05/2024,39700000,Initial
3739,2337,09/05/2022,31480000,Initial
3740,2338,19-02-2020,23060000,Initial
3741,2338,03-10-2021,25200000,Market Correction
3742,2338,19/05/2023,28060000,Annual Raise
3743,2339,04/12/2016,26220000,Initial
3744,2339,17/07/2018,27850000,Adjustment
3745,2339,27/02/2020,30050000,Market Correction
3746,2339,09-10-2021,32990000,Market Correction
3747,2339,22-05-2023,34580000,Adjustment
3748,2340,19-08-2023,13890000,Initial
3749,2341,2016-11-12,10260000,Initial
